reef_name,year,lat,mean_live_coral,sector
13121S,2023,-13.783333,29.42,PC
RODDA REEF,1993,-13.925,29.46,PC
RODDA REEF,1994,-13.925,27.5,PC
RODDA REEF,1995,-13.925,21.88,PC
RODDA REEF,1996,-13.925,35.5,PC
RODDA REEF,1998,-13.925,29.89,PC
RODDA REEF,1999,-13.925,38.62,PC
RODDA REEF,2000,-13.925,40.2,PC
RODDA REEF,2001,-13.925,42.57,PC
RODDA REEF,2002,-13.925,37.17,PC
RODDA REEF,2004,-13.925,27.6,PC
RODDA REEF,2005,-13.925,22.05,PC
RODDA REEF,2006,-13.925,12.76,PC
RODDA REEF,2015,-13.925,35.07,PC
RODDA REEF,2017,-13.925,24.72,PC
RODDA REEF,2019,-13.925,26.97,PC
RODDA REEF,2021,-13.925,40.21,PC
RODDA REEF,2022,-13.925,52.2,PC
RODDA REEF,2023,-13.925,38.82,PC
DAVIE REEF,1995,-13.975,11.96,PC
DAVIE REEF,1998,-13.975,26.36,PC
DAVIE REEF,2001,-13.975,30.99,PC
DAVIE REEF,2004,-13.975,29.76,PC
DAVIE REEF,2015,-13.975,35.75,PC
DAVIE REEF,2017,-13.975,25.06,PC
DAVIE REEF,2019,-13.975,27.5,PC
DAVIE REEF,2020,-13.975,24.44,PC
DAVIE REEF,2021,-13.975,32.36,PC
DAVIE REEF,2022,-13.975,38.17,PC
DAVIE REEF,2023,-13.975,37.08,PC
TYDEMAN REEF,1993,-13.983333,7.46,PC
TYDEMAN REEF,1996,-13.983333,20.86,PC
TYDEMAN REEF,1999,-13.983333,31.41,PC
TYDEMAN REEF,2002,-13.983333,30.82,PC
TYDEMAN REEF,2005,-13.983333,26.04,PC
TYDEMAN REEF,2021,-13.983333,23.4,PC
TYDEMAN REEF,2022,-13.983333,36.4,PC
TYDEMAN REEF,2023,-13.983333,31.39,PC
SAND BANK NO 1 REEF,1993,-14.191667,18.16,PC
SAND BANK NO 1 REEF,1996,-14.191667,24.42,PC
SAND BANK NO 1 REEF,1999,-14.191667,34.7,PC
SAND BANK NO 1 REEF,2002,-14.191667,31.94,PC
SAND BANK NO 1 REEF,2005,-14.191667,24.32,PC
SAND BANK NO 1 REEF,2019,-14.191667,14.46,PC
SAND BANK NO 1 REEF,2020,-14.191667,25.66,PC
SAND BANK NO 1 REEF,2021,-14.191667,32.5,PC
SAND BANK NO 1 REEF,2022,-14.191667,52.93,PC
SAND BANK NO 1 REEF,2023,-14.191667,34.55,PC
PRUDHOE ISLAND REEF,2001,-21.333333,13.69,PO
KNIGHT REEF,2001,-21.45,3.46,PO
TEMPLE ISLAND REEF,2001,-21.608333,3.21,PO
CURLEW REEF,2001,-21.6,1.86,PO
TEMPLE SHOAL,2001,-21.6,6.56,PO
PINE PEAK REEF,2001,-21.516667,6.91,PO
CONDER REEF,1994,-19.916667,36.07,PO
CONDER REEF,2000,-19.916667,28.75,PO
CONDER REEF,2003,-19.916667,37.42,PO
CONDER REEF,2013,-19.916667,4.93,PO
EDGELL REEFS (NO 5),1994,-20.141667,30.88,PO
EDGELL REEFS (NO 5),2000,-20.141667,17.92,PO
EDGELL REEFS (NO 5),2003,-20.141667,14.12,PO
EDGELL REEFS (NO 5),2007,-20.141667,20.68,PO
EDGELL REEFS (NO 5),2013,-20.141667,8.94,PO
CANNAN REEF,1993,-20.483333,49.88,PO
CANNAN REEF,1999,-20.483333,31.94,PO
CANNAN REEF,2002,-20.483333,25.89,PO
CANNAN REEF,2005,-20.483333,21.52,PO
CANNAN REEF,2017,-20.483333,24.23,PO
CANNAN REEF,2023,-20.483333,17.02,PO
PACKER REEFS,1994,-20.483333,51.54,PO
PACKER REEFS,1997,-20.483333,39.3,PO
PACKER REEFS,2000,-20.483333,49.18,PO
PACKER REEFS,2003,-20.483333,42.88,PO
PACKER REEFS,2007,-20.483333,29.42,PO
PACKER REEFS,2013,-20.483333,32.67,PO
CREDLIN REEFS (EAST),1993,-20.541667,54.23,PO
CREDLIN REEFS (EAST),1994,-20.541667,45.59,PO
CREDLIN REEFS (EAST),1995,-20.541667,48.56,PO
CREDLIN REEFS (EAST),1996,-20.541667,49.91,PO
CREDLIN REEFS (EAST),1998,-20.541667,34.76,PO
CREDLIN REEFS (EAST),1999,-20.541667,23.75,PO
CREDLIN REEFS (EAST),2000,-20.541667,25.52,PO
CREDLIN REEFS (EAST),2001,-20.541667,22.5,PO
CREDLIN REEFS (EAST),2002,-20.541667,31.83,PO
CREDLIN REEFS (EAST),2003,-20.541667,14.54,PO
CREDLIN REEFS (EAST),2004,-20.541667,9.67,PO
CREDLIN REEFS (EAST),2005,-20.541667,10.05,PO
CREDLIN REEFS (EAST),2006,-20.541667,3.42,PO
CREDLIN REEFS (EAST),2007,-20.541667,3.11,PO
CREDLIN REEFS (EAST),2011,-20.541667,3.83,PO
CREDLIN REEFS (EAST),2013,-20.541667,6.47,PO
CREDLIN REEFS (EAST),2015,-20.541667,15.69,PO
CREDLIN REEFS (EAST),2016,-20.541667,20.26,PO
CREDLIN REEFS (EAST),2017,-20.541667,26.41,PO
CREDLIN REEFS (EAST),2019,-20.541667,13.26,PO
CREDLIN REEFS (EAST),2021,-20.541667,12.29,PO
CREDLIN REEFS (EAST),2023,-20.541667,11.27,PO
CREAL REEF,1994,-20.533333,74.76,PO
CREAL REEF,1997,-20.533333,53.03,PO
CREAL REEF,2000,-20.533333,50.97,PO
CREAL REEF,2003,-20.533333,56.04,PO
CREAL REEF,2007,-20.533333,68.49,PO
CREAL REEF,2009,-20.533333,14.0,PO
CREAL REEF,2013,-20.533333,5.71,PO
CREAL REEF,2017,-20.533333,15.26,PO
CREAL REEF,2019,-20.533333,25.45,PO
CREAL REEF,2021,-20.533333,47.6,PO
BRIGGS REEF (NO 4),1995,-20.683833,42.92,PO
BRIGGS REEF (NO 4),1998,-20.683833,45.16,PO
BRIGGS REEF (NO 4),2001,-20.683833,44.22,PO
BRIGGS REEF (NO 4),2004,-20.683833,18.89,PO
BRIGGS REEF (NO 4),2009,-20.683833,17.5,PO
BRIGGS REEF (NO 4),2015,-20.683833,29.17,PO
TERN REEF(20309),2006,-20.908333,38.66,PO
TERN REEF(20309),2008,-20.908333,46.21,PO
TERN REEF(20309),2010,-20.908333,26.0,PO
TERN REEF(20309),2012,-20.908333,19.57,PO
TERN REEF(20309),2014,-20.908333,17.27,PO
TERN REEF(20309),2018,-20.908333,26.08,PO
TERN REEF(20309),2020,-20.908333,26.96,PO
TERN REEF(20309),2022,-20.908333,36.33,PO
TERN REEF(20309),2023,-20.908333,32.57,PO
20348S,1999,-20.891667,13.24,PO
20348S,2002,-20.891667,22.72,PO
20348S,2005,-20.891667,18.19,PO
20348S,2010,-20.891667,3.17,PO
20348S,2011,-20.891667,3.95,PO
20348S,2014,-20.891667,5.23,PO
20348S,2016,-20.891667,12.34,PO
20348S,2022,-20.891667,31.55,PO
20348S,2023,-20.891667,31.71,PO
POMPEY REEF (NO 1),2006,-20.941667,26.3,PO
POMPEY REEF (NO 1),2010,-20.941667,15.18,PO
POMPEY REEF (NO 1),2012,-20.941667,17.7,PO
POMPEY REEF (NO 1),2014,-20.941667,25.98,PO
POMPEY REEF (NO 1),2018,-20.941667,17.89,PO
POMPEY REEF (NO 1),2020,-20.941667,32.05,PO
POMPEY REEF (NO 1),2022,-20.941667,26.64,PO
POMPEY REEF (NO 1),2023,-20.941667,34.01,PO
POMPEY REEF (NO 2),2006,-20.991667,27.83,PO
POMPEY REEF (NO 2),2010,-20.991667,15.84,PO
POMPEY REEF (NO 2),2012,-20.991667,17.97,PO
POMPEY REEF (NO 2),2014,-20.991667,15.69,PO
POMPEY REEF (NO 2),2018,-20.991667,8.38,PO
POMPEY REEF (NO 2),2020,-20.991667,10.21,PO
POMPEY REEF (NO 2),2022,-20.991667,15.72,PO
POMPEY REEF (NO 2),2023,-20.991667,16.61,PO
20353S,2006,-20.966667,38.1,PO
20353S,2008,-20.966667,46.65,PO
20353S,2010,-20.966667,9.4,PO
20353S,2012,-20.966667,9.33,PO
20353S,2014,-20.966667,17.05,PO
20353S,2018,-20.966667,28.21,PO
20353S,2020,-20.966667,45.7,PO
20353S,2023,-20.966667,60.32,PO
20354S,1996,-20.975,43.92,PO
20354S,1999,-20.975,57.13,PO
20354S,2002,-20.975,52.27,PO
20354S,2005,-20.975,43.2,PO
20354S,2011,-20.975,4.77,PO
20354S,2017,-20.975,25.06,PO
20354S,2022,-20.975,42.64,PO
20354S,2023,-20.975,48.58,PO
PENRITH REEF,2006,-21.016667,26.38,PO
PENRITH REEF,2008,-21.016667,34.06,PO
PENRITH REEF,2010,-21.016667,22.75,PO
PENRITH REEF,2020,-21.016667,17.08,PO
21060S,2006,-21.016667,44.15,PO
21060S,2010,-21.016667,10.91,PO
21060S,2012,-21.016667,9.66,PO
21060S,2014,-21.016667,2.5,PO
21060S,2018,-21.016667,7.78,PO
21060S,2020,-21.016667,10.24,PO
21060S,2022,-21.016667,27.43,PO
21060S,2023,-21.016667,34.88,PO
21062S,2006,-21.033333,24.33,PO
21062S,2008,-21.033333,40.0,PO
21062S,2014,-21.033333,9.48,PO
21062S,2016,-21.033333,6.73,PO
21062S,2018,-21.033333,15.77,PO
21062S,2023,-21.033333,34.85,PO
21064S,2006,-21.058333,44.79,PO
21064S,2008,-21.058333,45.7,PO
21064S,2010,-21.058333,21.03,PO
21064S,2012,-21.058333,27.08,PO
21064S,2014,-21.058333,12.55,PO
21064S,2016,-21.058333,6.94,PO
21064S,2018,-21.058333,4.7,PO
21064S,2020,-21.058333,6.67,PO
21064S,2023,-21.058333,22.2,PO
21074S,1995,-21.158333,41.38,PO
21074S,1998,-21.158333,52.24,PO
21074S,2001,-21.158333,50.23,PO
21074S,2004,-21.158333,49.61,PO
21074S,2009,-21.158333,17.66,PO
21074S,2015,-21.158333,38.92,PO
21104S,1996,-21.1,21.67,PO
21104S,1999,-21.1,27.34,PO
21104S,2002,-21.1,27.14,PO
21104S,2005,-21.1,31.93,PO
21137S,1998,-21.4,54.29,PO
21137S,2001,-21.4,61.18,PO
21137S,2004,-21.4,73.3,PO
21137S,2009,-21.4,17.33,PO
21139S,2006,-21.475,36.71,PO
21139S,2008,-21.475,29.21,PO
21139S,2010,-21.475,15.55,PO
21139S,2012,-21.475,16.14,PO
21139S,2014,-21.475,31.93,PO
21139S,2016,-21.475,33.6,PO
21139S,2018,-21.475,40.83,PO
21139S,2020,-21.475,57.06,PO
21139S,2022,-21.475,61.16,PO
21139S,2023,-21.475,62.48,PO
21140S,1998,-21.483333,36.31,PO
21140S,2001,-21.483333,37.2,PO
21140S,2004,-21.483333,39.28,PO
21140S,2015,-21.483333,35.89,PO
21187S,2006,-21.416667,51.08,PO
21187S,2008,-21.416667,46.69,PO
21187S,2010,-21.416667,16.11,PO
21187S,2012,-21.416667,13.81,PO
21187S,2014,-21.416667,18.78,PO
21187S,2016,-21.416667,23.23,PO
21187S,2018,-21.416667,33.33,PO
21187S,2020,-21.416667,40.42,PO
21187S,2022,-21.416667,52.55,PO
21187S,2023,-21.416667,52.08,PO
21591S,2006,-21.025833,31.2,PO
21591S,2008,-21.025833,40.43,PO
21591S,2010,-21.025833,22.86,PO
21591S,2012,-21.025833,32.79,PO
21591S,2014,-21.025833,20.67,PO
21591S,2020,-21.025833,15.96,PO
21591S,2022,-21.025833,21.85,PO
21591S,2023,-21.025833,29.11,PO
BEN REEF,1994,-20.008333,30.45,PO
BEN REEF,1995,-20.008333,42.29,PO
BEN REEF,1996,-20.008333,43.18,PO
BEN REEF,1998,-20.008333,36.67,PO
BEN REEF,1999,-20.008333,33.64,PO
BEN REEF,2000,-20.008333,45.7,PO
BEN REEF,2001,-20.008333,39.75,PO
BEN REEF,2002,-20.008333,45.73,PO
BEN REEF,2003,-20.008333,62.4,PO
BEN REEF,2004,-20.008333,58.65,PO
BEN REEF,2005,-20.008333,61.35,PO
BEN REEF,2006,-20.008333,65.0,PO
BEN REEF,2007,-20.008333,40.62,PO
BEN REEF,2011,-20.008333,3.17,PO
BEN REEF,2013,-20.008333,2.92,PO
BEN REEF,2017,-20.008333,25.7,PO
BEN REEF,2020,-20.008333,41.67,PO
BEN REEF,2021,-20.008333,59.79,PO
BEN REEF,2023,-20.008333,45.8,PO
21179S,1995,-21.35,15.9,SW
21186S,1995,-21.416667,17.12,SW
21217S,1994,-21.125,37.39,SW
21219S,1994,-21.141667,28.08,SW
LAVERS REEF,1994,-21.216667,19.48,SW
CENTENERY REEF,2005,-21.283333,48.56,SW
21245S,2006,-21.308333,29.83,SW
21245S,2008,-21.308333,28.25,SW
21245S,2010,-21.308333,11.6,SW
21245S,2012,-21.308333,7.42,SW
21245S,2014,-21.308333,16.06,SW
21245S,2016,-21.308333,22.89,SW
21245S,2020,-21.308333,28.18,SW
21245S,2023,-21.308333,43.71,SW
21278S,2006,-21.108333,22.4,SW
21278S,2008,-21.108333,19.11,SW
21278S,2010,-21.108333,21.96,SW
21278S,2012,-21.108333,15.22,SW
21278S,2014,-21.108333,25.12,SW
21278S,2016,-21.108333,29.36,SW
21278S,2020,-21.108333,32.18,SW
21286S,1994,-21.175,53.14,SW
21450S,1995,-21.633333,40.37,SW
21467S,1994,-21.883333,19.56,SW
21467S,1995,-21.883333,25.25,SW
21467S,1996,-21.883333,30.8,SW
THOMAS REEF(21497),2005,-21.666667,79.73,SW
RECREATION REEF,2005,-21.683333,45.4,SW
FRIGATE REEF,2005,-21.733333,72.19,SW
21529S,1993,-21.866667,33.44,SW
21529S,1995,-21.866667,23.12,SW
21529S,1996,-21.866667,30.08,SW
21529S,1997,-21.866667,23.25,SW
21529S,1998,-21.866667,26.88,SW
21529S,1999,-21.866667,39.96,SW
21529S,2000,-21.866667,32.41,SW
21529S,2001,-21.866667,44.96,SW
21529S,2002,-21.866667,43.05,SW
21529S,2003,-21.866667,44.05,SW
21529S,2004,-21.866667,47.85,SW
21529S,2005,-21.866667,51.49,SW
21529S,2006,-21.866667,52.61,SW
21529S,2007,-21.866667,49.86,SW
21529S,2008,-21.866667,42.06,SW
21529S,2009,-21.866667,45.72,SW
21529S,2010,-21.866667,2.66,SW
21529S,2011,-21.866667,3.85,SW
21529S,2013,-21.866667,3.92,SW
21529S,2015,-21.866667,14.47,SW
21529S,2017,-21.866667,38.72,SW
21529S,2019,-21.866667,42.63,SW
21529S,2021,-21.866667,52.23,SW
21529S,2022,-21.866667,54.18,SW
21550S,2006,-21.958333,46.03,SW
21550S,2008,-21.958333,41.89,SW
21550S,2010,-21.958333,11.29,SW
21550S,2012,-21.958333,14.01,SW
21550S,2014,-21.958333,20.09,SW
21550S,2016,-21.958333,32.47,SW
21550S,2018,-21.958333,38.23,SW
21550S,2020,-21.958333,45.99,SW
GANNETT CAY REEF,1993,-21.983333,56.25,SW
GANNETT CAY REEF,1994,-21.983333,33.55,SW
GANNETT CAY REEF,1995,-21.983333,31.44,SW
GANNETT CAY REEF,1996,-21.983333,48.16,SW
GANNETT CAY REEF,1997,-21.983333,38.27,SW
GANNETT CAY REEF,1998,-21.983333,24.54,SW
GANNETT CAY REEF,1999,-21.983333,16.36,SW
GANNETT CAY REEF,2000,-21.983333,22.02,SW
GANNETT CAY REEF,2001,-21.983333,12.57,SW
GANNETT CAY REEF,2002,-21.983333,3.95,SW
GANNETT CAY REEF,2003,-21.983333,2.73,SW
GANNETT CAY REEF,2004,-21.983333,2.5,SW
GANNETT CAY REEF,2005,-21.983333,3.09,SW
GANNETT CAY REEF,2006,-21.983333,3.45,SW
GANNETT CAY REEF,2007,-21.983333,5.31,SW
GANNETT CAY REEF,2008,-21.983333,10.65,SW
GANNETT CAY REEF,2009,-21.983333,10.42,SW
GANNETT CAY REEF,2010,-21.983333,4.12,SW
GANNETT CAY REEF,2011,-21.983333,3.25,SW
GANNETT CAY REEF,2012,-21.983333,5.71,SW
GANNETT CAY REEF,2013,-21.983333,7.11,SW
GANNETT CAY REEF,2015,-21.983333,15.71,SW
GANNETT CAY REEF,2017,-21.983333,47.62,SW
GANNETT CAY REEF,2019,-21.983333,31.75,SW
GANNETT CAY REEF,2021,-21.983333,23.59,SW
GANNETT CAY REEF,2022,-21.983333,6.05,SW
GANNETT CAY REEF,2023,-21.983333,3.19,SW
21557S1,2005,-21.983333,2.5,SW
SMALL LAGOON REEF,2006,-21.875,4.47,SW
SMALL LAGOON REEF,2008,-21.875,6.42,SW
SMALL LAGOON REEF,2010,-21.875,5.56,SW
SMALL LAGOON REEF,2012,-21.875,11.5,SW
SMALL LAGOON REEF,2014,-21.875,24.96,SW
SMALL LAGOON REEF,2016,-21.875,30.34,SW
SMALL LAGOON REEF,2018,-21.875,40.68,SW
SMALL LAGOON REEF,2020,-21.875,24.95,SW
SMALL LAGOON REEF,2022,-21.875,7.57,SW
CENTRAL REEF,1993,-21.925,57.73,SW
CENTRAL REEF,1996,-21.925,59.91,SW
CENTRAL REEF,2005,-21.925,3.05,SW
JENKINS REEF,2006,-21.958333,3.98,SW
JENKINS REEF,2008,-21.958333,13.53,SW
JENKINS REEF,2010,-21.958333,10.48,SW
JENKINS REEF,2012,-21.958333,18.42,SW
JENKINS REEF,2014,-21.958333,40.95,SW
JENKINS REEF,2016,-21.958333,53.2,SW
JENKINS REEF,2018,-21.958333,5.27,SW
JENKINS REEF,2020,-21.958333,2.5,SW
JENKINS REEF,2022,-21.958333,3.97,SW
WADE REEF,2006,-21.983333,9.1,SW
WADE REEF,2008,-21.983333,14.83,SW
WADE REEF,2010,-21.983333,17.75,SW
WADE REEF,2012,-21.983333,24.65,SW
WADE REEF,2014,-21.983333,27.78,SW
WADE REEF,2016,-21.983333,45.21,SW
WADE REEF,2018,-21.983333,12.45,SW
WADE REEF,2020,-21.983333,2.85,SW
WADE REEF,2022,-21.983333,7.61,SW
WADE REEF,2023,-21.983333,11.56,SW
22084S,2006,-22.0,5.0,SW
22084S,2008,-22.0,14.56,SW
22084S,2010,-22.0,3.03,SW
22084S,2012,-22.0,9.12,SW
22084S,2014,-22.0,21.82,SW
22084S,2016,-22.0,39.88,SW
22084S,2018,-22.0,52.94,SW
22084S,2020,-22.0,43.94,SW
22084S,2022,-22.0,9.03,SW
SNAKE (22088),1993,-22.025,33.8,SW
SNAKE (22088),1994,-22.025,17.46,SW
SNAKE (22088),1995,-22.025,16.2,SW
SNAKE (22088),1996,-22.025,15.75,SW
SNAKE (22088),1997,-22.025,13.37,SW
SNAKE (22088),1998,-22.025,22.41,SW
SNAKE (22088),1999,-22.025,27.27,SW
SNAKE (22088),2000,-22.025,19.95,SW
SNAKE (22088),2001,-22.025,19.32,SW
SNAKE (22088),2002,-22.025,24.73,SW
SNAKE (22088),2003,-22.025,27.58,SW
SNAKE (22088),2004,-22.025,17.61,SW
SNAKE (22088),2005,-22.025,23.8,SW
SNAKE (22088),2006,-22.025,27.17,SW
SNAKE (22088),2007,-22.025,26.03,SW
SNAKE (22088),2009,-22.025,21.36,SW
SNAKE (22088),2011,-22.025,9.75,SW
SNAKE (22088),2013,-22.025,13.82,SW
SNAKE (22088),2015,-22.025,27.25,SW
SNAKE (22088),2017,-22.025,38.34,SW
SNAKE (22088),2019,-22.025,33.17,SW
SNAKE (22088),2021,-22.025,36.13,SW
SNAKE (22088),2022,-22.025,23.58,SW
CHINAMAN REEF(22102),1993,-22.008333,20.29,SW
CHINAMAN REEF(22102),1994,-22.008333,20.25,SW
CHINAMAN REEF(22102),1995,-22.008333,25.64,SW
CHINAMAN REEF(22102),1996,-22.008333,25.83,SW
CHINAMAN REEF(22102),1997,-22.008333,23.98,SW
CHINAMAN REEF(22102),1998,-22.008333,35.08,SW
CHINAMAN REEF(22102),1999,-22.008333,36.7,SW
CHINAMAN REEF(22102),2000,-22.008333,30.3,SW
CHINAMAN REEF(22102),2001,-22.008333,17.13,SW
CHINAMAN REEF(22102),2002,-22.008333,19.96,SW
CHINAMAN REEF(22102),2003,-22.008333,12.58,SW
CHINAMAN REEF(22102),2004,-22.008333,14.55,SW
CHINAMAN REEF(22102),2005,-22.008333,16.47,SW
CHINAMAN REEF(22102),2006,-22.008333,15.46,SW
CHINAMAN REEF(22102),2008,-22.008333,17.83,SW
CHINAMAN REEF(22102),2009,-22.008333,18.61,SW
CHINAMAN REEF(22102),2010,-22.008333,17.11,SW
CHINAMAN REEF(22102),2011,-22.008333,22.0,SW
CHINAMAN REEF(22102),2012,-22.008333,24.03,SW
CHINAMAN REEF(22102),2013,-22.008333,21.37,SW
CHINAMAN REEF(22102),2014,-22.008333,34.69,SW
CHINAMAN REEF(22102),2015,-22.008333,44.18,SW
CHINAMAN REEF(22102),2016,-22.008333,37.54,SW
CHINAMAN REEF(22102),2017,-22.008333,47.05,SW
CHINAMAN REEF(22102),2018,-22.008333,25.07,SW
CHINAMAN REEF(22102),2019,-22.008333,4.4,SW
CHINAMAN REEF(22102),2020,-22.008333,4.47,SW
CHINAMAN REEF(22102),2021,-22.008333,17.06,SW
CHINAMAN REEF(22102),2022,-22.008333,28.21,SW
CHINAMAN REEF(22102),2023,-22.008333,20.31,SW
HORSESHOE,1993,-22.033333,20.53,SW
HORSESHOE,1995,-22.033333,34.8,SW
HORSESHOE,1996,-22.033333,26.88,SW
HORSESHOE,1997,-22.033333,26.58,SW
HORSESHOE,1998,-22.033333,27.7,SW
HORSESHOE,1999,-22.033333,20.11,SW
HORSESHOE,2000,-22.033333,20.28,SW
HORSESHOE,2001,-22.033333,16.65,SW
HORSESHOE,2002,-22.033333,15.06,SW
HORSESHOE,2003,-22.033333,6.6,SW
HORSESHOE,2004,-22.033333,5.0,SW
HORSESHOE,2005,-22.033333,4.88,SW
HORSESHOE,2006,-22.033333,4.13,SW
HORSESHOE,2007,-22.033333,6.91,SW
HORSESHOE,2009,-22.033333,6.54,SW
HORSESHOE,2011,-22.033333,12.82,SW
HORSESHOE,2013,-22.033333,21.23,SW
HORSESHOE,2015,-22.033333,26.5,SW
HORSESHOE,2017,-22.033333,30.6,SW
HORSESHOE,2019,-22.033333,3.27,SW
HORSESHOE,2021,-22.033333,3.71,SW
HORSESHOE,2022,-22.033333,6.59,SW
HORSESHOE,2023,-22.033333,8.83,SW
22112S,1993,-22.083333,36.46,SW
22112S,1996,-22.083333,57.08,SW
22118S,1993,-22.125,24.55,SW
22118S,1996,-22.125,34.65,SW
22144S,1993,-22.333333,18.03,SW
22144S,1996,-22.333333,31.29,SW
21296S,2006,-21.341667,12.74,SW
21296S,2008,-21.341667,12.35,SW
21296S,2010,-21.341667,14.82,SW
21296S,2012,-21.341667,18.11,SW
21296S,2014,-21.341667,22.57,SW
21296S,2016,-21.341667,19.78,SW
21296S,2018,-21.341667,16.16,SW
21296S,2023,-21.341667,30.62,SW
21302S,2006,-21.433333,39.5,SW
21302S,2008,-21.433333,32.03,SW
21302S,2010,-21.433333,36.42,SW
21302S,2012,-21.433333,25.67,SW
21302S,2014,-21.433333,31.09,SW
21302S,2016,-21.433333,31.25,SW
21302S,2018,-21.433333,51.73,SW
EAST CAY REEF,1994,-21.491667,19.86,SW
EAST CAY REEF,1995,-21.491667,20.91,SW
EAST CAY REEF,1996,-21.491667,14.39,SW
EAST CAY REEF,1997,-21.491667,17.13,SW
EAST CAY REEF,1998,-21.491667,18.46,SW
EAST CAY REEF,1999,-21.491667,20.91,SW
EAST CAY REEF,2000,-21.491667,29.91,SW
EAST CAY REEF,2001,-21.491667,24.43,SW
EAST CAY REEF,2002,-21.491667,23.73,SW
EAST CAY REEF,2003,-21.491667,26.16,SW
EAST CAY REEF,2004,-21.491667,26.3,SW
EAST CAY REEF,2005,-21.491667,26.59,SW
EAST CAY REEF,2006,-21.491667,40.2,SW
EAST CAY REEF,2007,-21.491667,34.95,SW
EAST CAY REEF,2008,-21.491667,27.87,SW
EAST CAY REEF,2009,-21.491667,33.8,SW
EAST CAY REEF,2010,-21.491667,32.37,SW
EAST CAY REEF,2011,-21.491667,16.21,SW
EAST CAY REEF,2012,-21.491667,20.61,SW
EAST CAY REEF,2013,-21.491667,26.01,SW
EAST CAY REEF,2014,-21.491667,30.2,SW
EAST CAY REEF,2015,-21.491667,26.61,SW
EAST CAY REEF,2016,-21.491667,31.86,SW
EAST CAY REEF,2017,-21.491667,35.72,SW
EAST CAY REEF,2018,-21.491667,30.88,SW
EAST CAY REEF,2021,-21.491667,48.3,SW
EAST CAY REEF,2022,-21.491667,45.65,SW
EAST CAY REEF,2023,-21.491667,33.07,SW
21558S,2006,-21.558333,39.62,SW
21558S,2008,-21.558333,31.15,SW
21558S,2012,-21.558333,21.57,SW
21558S,2014,-21.558333,35.94,SW
21558S,2016,-21.558333,38.67,SW
21558S,2018,-21.558333,54.6,SW
21558S,2022,-21.558333,49.82,SW
21558S,2023,-21.558333,39.31,SW
TURNER REEF,1994,-21.725,26.15,SW
TURNER REEF,1995,-21.725,38.55,SW
TURNER REEF,1996,-21.725,37.81,SW
TURNER REEF,1997,-21.725,38.64,SW
TURNER REEF,1998,-21.725,40.71,SW
TURNER REEF,1999,-21.725,39.65,SW
TURNER REEF,2000,-21.725,47.47,SW
TURNER REEF,2001,-21.725,43.4,SW
TURNER REEF,2002,-21.725,17.4,SW
TURNER REEF,2003,-21.725,11.56,SW
TURNER REEF,2004,-21.725,8.22,SW
TURNER REEF,2005,-21.725,13.12,SW
TURNER REEF,2006,-21.725,6.03,SW
TURNER REEF,2007,-21.725,11.15,SW
TURNER REEF,2008,-21.725,12.15,SW
TURNER REEF,2009,-21.725,21.38,SW
TURNER REEF,2011,-21.725,14.46,SW
TURNER REEF,2013,-21.725,19.27,SW
TURNER REEF,2015,-21.725,35.84,SW
TURNER REEF,2017,-21.725,52.43,SW
TURNER REEF,2019,-21.725,5.54,SW
TURNER REEF,2021,-21.725,15.93,SW
TURNER REEF,2022,-21.725,11.58,SW
TURNER REEF,2023,-21.725,10.78,SW
21583S,1995,-21.941667,36.67,SW
21583S,1996,-21.941667,40.12,SW
FANTOME (EUMILLI) ISLAND REEF,1996,-18.675,10.68,TO
FANTOME (EUMILLI) ISLAND REEF,1997,-18.675,14.86,TO
FANTOME (EUMILLI) ISLAND REEF,1998,-18.675,23.14,TO
FANTOME (EUMILLI) ISLAND REEF,2000,-18.675,7.32,TO
FANTOME (EUMILLI) ISLAND REEF,2001,-18.675,4.79,TO
FANTOME (EUMILLI) ISLAND REEF,2003,-18.675,4.07,TO
FANTOME (EUMILLI) ISLAND REEF,2007,-18.675,6.08,TO
HAVANNAH REEF,1996,-18.85,41.38,TO
HAVANNAH REEF,1997,-18.85,48.3,TO
HAVANNAH REEF,1998,-18.85,13.18,TO
HAVANNAH REEF,1999,-18.85,4.23,TO
HAVANNAH REEF,2000,-18.85,5.08,TO
HAVANNAH REEF,2001,-18.85,5.0,TO
HAVANNAH REEF,2002,-18.85,4.14,TO
HAVANNAH REEF,2003,-18.85,8.5,TO
HAVANNAH REEF,2005,-18.85,12.38,TO
HAVANNAH REEF,2006,-18.85,7.5,TO
HAVANNAH REEF,2007,-18.85,10.76,TO
HAVANNAH REEF,2008,-18.85,13.62,TO
HAVANNAH REEF,2009,-18.85,8.33,TO
HAVANNAH REEF,2011,-18.85,10.2,TO
HAVANNAH REEF,2013,-18.85,8.47,TO
HAVANNAH REEF,2017,-18.85,27.13,TO
HAVANNAH REEF,2023,-18.85,25.81,TO
18025S,2002,-18.266667,19.83,TO
18026S,2002,-18.333333,2.76,TO
BRAMBLE REEF,1994,-18.416667,11.92,TO
BRAMBLE REEF,1997,-18.416667,15.37,TO
BRAMBLE REEF,2000,-18.416667,2.64,TO
BRAMBLE REEF,2003,-18.416667,2.48,TO
BRAMBLE REEF,2007,-18.416667,6.86,TO
KELSO REEF,2002,-18.441667,9.25,TO
KELSO REEF,2003,-18.441667,5.66,TO
