reef_name,year,lat,mean_live_coral,sector
SWINGER REEF,2021,-15.241667,25.78,CL
SWINGER REEF,2023,-15.241667,39.34,CL
15047S,1993,-15.466667,30.9,CL
15047S,1996,-15.466667,29.01,CL
15047S,1999,-15.466667,32.06,CL
15047S,2002,-15.466667,20.79,CL
15047S,2005,-15.466667,19.22,CL
15047S,2007,-15.466667,16.09,CL
15047S,2010,-15.466667,19.38,CL
15047S,2011,-15.466667,22.5,CL
15047S,2013,-15.466667,20.1,CL
ROCKY ISLAND REEF(15054),2009,-15.603333,17.32,CL
15077S,1995,-15.558333,29.58,CL
15077S,1998,-15.558333,15.79,CL
15077S,2001,-15.558333,18.09,CL
15077S,2004,-15.558333,8.43,CL
15077S,2007,-15.558333,9.64,CL
15077S,2009,-15.558333,13.21,CL
15077S,2010,-15.558333,16.12,CL
15077S,2013,-15.558333,13.29,CL
15077S,2015,-15.558333,15.91,CL
15077S,2021,-15.558333,25.91,CL
ROSSER REEF,1996,-15.616667,26.71,CL
ROSSER REEF,1999,-15.616667,20.35,CL
ROSSER REEF,2002,-15.616667,18.92,CL
ROSSER REEF,2005,-15.616667,19.66,CL
ROSSER REEF,2007,-15.616667,22.87,CL
ROSSER REEF,2009,-15.616667,30.21,CL
ROSSER REEF,2011,-15.616667,33.5,CL
IRENE REEF,1994,-15.65,18.64,CL
IRENE REEF,1997,-15.65,19.2,CL
IRENE REEF,2000,-15.65,17.64,CL
IRENE REEF,2003,-15.65,15.45,CL
IRENE REEF,2006,-15.65,18.72,CL
IRENE REEF,2007,-15.65,11.7,CL
IRENE REEF,2013,-15.65,15.36,CL
IRENE REEF,2015,-15.65,13.71,CL
IRENE REEF,2023,-15.65,19.88,CL
ENDEAVOUR REEF,1993,-15.783333,31.62,CL
14075S,1995,-14.283333,8.23,CL
14075S,1998,-14.283333,22.5,CL
14075S,2001,-14.283333,27.94,CL
14075S,2004,-14.283333,31.25,CL
14075S,2015,-14.283333,17.41,CL
14075S,2021,-14.283333,32.8,CL
HILDER REEF,1994,-14.441667,39.49,CL
HILDER REEF,2000,-14.441667,39.95,CL
HILDER REEF,2006,-14.441667,5.51,CL
HILDER REEF,2023,-14.441667,39.22,CL
CARTER REEF,1993,-14.55,16.49,CL
CARTER REEF,1995,-14.55,18.17,CL
CARTER REEF,1996,-14.55,17.17,CL
CARTER REEF,1998,-14.55,18.38,CL
CARTER REEF,1999,-14.55,29.95,CL
CARTER REEF,2000,-14.55,29.89,CL
CARTER REEF,2001,-14.55,31.28,CL
CARTER REEF,2002,-14.55,35.06,CL
CARTER REEF,2003,-14.55,32.84,CL
CARTER REEF,2004,-14.55,20.54,CL
CARTER REEF,2005,-14.55,28.59,CL
CARTER REEF,2006,-14.55,14.35,CL
CARTER REEF,2007,-14.55,14.27,CL
CARTER REEF,2008,-14.55,13.58,CL
CARTER REEF,2009,-14.55,14.65,CL
CARTER REEF,2011,-14.55,21.34,CL
CARTER REEF,2013,-14.55,12.5,CL
CARTER REEF,2015,-14.55,9.69,CL
CARTER REEF,2017,-14.55,3.94,CL
CARTER REEF,2019,-14.55,6.71,CL
CARTER REEF,2021,-14.55,17.73,CL
CARTER REEF,2022,-14.55,29.16,CL
CARTER REEF,2023,-14.55,32.83,CL
YONGE REEF,1993,-14.6,14.26,CL
YONGE REEF,1994,-14.6,17.47,CL
YONGE REEF,1995,-14.6,22.6,CL
YONGE REEF,1996,-14.6,18.39,CL
YONGE REEF,1997,-14.6,25.18,CL
YONGE REEF,1998,-14.6,30.44,CL
YONGE REEF,1999,-14.6,29.53,CL
YONGE REEF,2000,-14.6,29.4,CL
YONGE REEF,2001,-14.6,29.64,CL
YONGE REEF,2002,-14.6,26.65,CL
YONGE REEF,2003,-14.6,26.01,CL
YONGE REEF,2004,-14.6,24.3,CL
YONGE REEF,2005,-14.6,34.02,CL
YONGE REEF,2006,-14.6,17.61,CL
YONGE REEF,2007,-14.6,15.11,CL
YONGE REEF,2008,-14.6,18.42,CL
YONGE REEF,2009,-14.6,17.17,CL
YONGE REEF,2011,-14.6,15.06,CL
YONGE REEF,2013,-14.6,12.96,CL
YONGE REEF,2015,-14.6,9.23,CL
YONGE REEF,2017,-14.6,5.51,CL
YONGE REEF,2019,-14.6,11.77,CL
YONGE REEF,2021,-14.6,18.95,CL
YONGE REEF,2022,-14.6,28.51,CL
YONGE REEF,2023,-14.6,35.44,CL
NO NAME REEF,1994,-14.65,29.21,CL
NO NAME REEF,1995,-14.65,32.22,CL
NO NAME REEF,1996,-14.65,29.16,CL
NO NAME REEF,1997,-14.65,25.5,CL
NO NAME REEF,1998,-14.65,26.89,CL
NO NAME REEF,1999,-14.65,40.49,CL
NO NAME REEF,2000,-14.65,27.56,CL
NO NAME REEF,2001,-14.65,24.18,CL
NO NAME REEF,2002,-14.65,23.46,CL
NO NAME REEF,2003,-14.65,31.14,CL
NO NAME REEF,2004,-14.65,21.89,CL
NO NAME REEF,2005,-14.65,23.57,CL
NO NAME REEF,2006,-14.65,17.28,CL
NO NAME REEF,2007,-14.65,11.12,CL
NO NAME REEF,2008,-14.65,17.48,CL
NO NAME REEF,2009,-14.65,17.19,CL
NO NAME REEF,2010,-14.65,19.63,CL
NO NAME REEF,2011,-14.65,15.93,CL
NO NAME REEF,2013,-14.65,14.65,CL
NO NAME REEF,2015,-14.65,12.41,CL
NO NAME REEF,2017,-14.65,4.27,CL
NO NAME REEF,2019,-14.65,8.42,CL
NO NAME REEF,2020,-14.65,12.79,CL
NO NAME REEF,2021,-14.65,22.18,CL
NO NAME REEF,2022,-14.65,29.94,CL
NO NAME REEF,2023,-14.65,25.41,CL
NO 10 PATCHES (NO 2),1994,-14.933333,54.6,CL
NO 10 PATCHES (NO 2),2000,-14.933333,30.1,CL
NO 10 PATCHES (NO 2),2003,-14.933333,25.0,CL
NO 10 PATCHES (NO 2),2006,-14.933333,22.5,CL
NO 10 PATCHES (NO 2),2010,-14.933333,28.35,CL
NO 10 PATCHES (NO 2),2023,-14.933333,33.86,CL
RIBBON NO 9 REEF,1993,-14.991667,27.89,CL
RIBBON NO 9 REEF,1996,-14.991667,24.75,CL
RIBBON NO 9 REEF,1999,-14.991667,25.12,CL
RIBBON NO 9 REEF,2002,-14.991667,22.77,CL
RIBBON NO 9 REEF,2005,-14.991667,27.11,CL
RIBBON NO 9 REEF,2009,-14.991667,14.47,CL
RIBBON NO 9 REEF,2021,-14.991667,28.06,CL
15023S,2009,-15.1,10.96,CL
HARRIER REEF,2009,-15.133333,18.29,CL
HARRIER REEF,2010,-15.133333,22.36,CL
HARRIER REEF,2015,-15.133333,35.39,CL
HARRIER REEF,2017,-15.133333,8.91,CL
HARRIER REEF,2021,-15.133333,30.0,CL
RIBBON NO 6 REEF,1994,-15.283333,34.55,CL
RIBBON NO 6 REEF,2000,-15.283333,34.79,CL
RIBBON NO 6 REEF,2003,-15.283333,22.62,CL
RIBBON NO 6 REEF,2013,-15.283333,16.31,CL
RIBBON NO 6 REEF,2015,-15.283333,22.41,CL
RIBBON NO 6 REEF,2017,-15.283333,10.73,CL
15034S,1996,-15.316667,25.98,CL
15034S,1999,-15.316667,36.29,CL
15034S,2002,-15.316667,24.92,CL
15034S,2005,-15.316667,25.64,CL
15034S,2010,-15.316667,21.77,CL
15034S,2013,-15.316667,24.34,CL
15034S,2017,-15.316667,13.79,CL
15034S,2021,-15.316667,35.12,CL
15037S,2009,-15.333333,26.0,CL
RIBBON NO 3 REEF,1995,-15.483333,23.98,CL
RIBBON NO 3 REEF,1998,-15.483333,19.19,CL
RIBBON NO 3 REEF,2001,-15.483333,25.67,CL
RIBBON NO 3 REEF,2004,-15.483333,17.96,CL
RIBBON NO 3 REEF,2015,-15.483333,23.3,CL
RIBBON NO 3 REEF,2021,-15.483333,24.07,CL
RIBBON NO 1 REEF,1995,-15.608333,24.71,CL
RIBBON NO 1 REEF,1998,-15.608333,25.0,CL
RIBBON NO 1 REEF,2001,-15.608333,37.74,CL
RIBBON NO 1 REEF,2004,-15.608333,19.08,CL
RIBBON NO 1 REEF,2007,-15.608333,21.93,CL
RIBBON NO 1 REEF,2015,-15.608333,19.03,CL
RIBBON NO 1 REEF,2021,-15.608333,35.3,CL
LENA REEF,1994,-15.65,20.0,CL
LENA REEF,1997,-15.65,16.25,CL
LENA REEF,2000,-15.65,32.58,CL
LENA REEF,2003,-15.65,21.71,CL
LENA REEF,2015,-15.65,20.4,CL
LENA REEF,2021,-15.65,39.13,CL
LENA REEF,2023,-15.65,38.24,CL
HOLBOURNE ISLAND REEF,1995,-19.716667,3.5,CU
HOLBOURNE ISLAND REEF,1998,-19.716667,4.05,CU
HOLBOURNE ISLAND REEF,2001,-19.716667,7.73,CU
HOLBOURNE ISLAND REEF,2004,-19.716667,7.25,CU
HOLBOURNE ISLAND REEF,2021,-19.716667,8.45,CU
SHRIMP REEF,1994,-18.95,15.0,CU
SHRIMP REEF,1997,-18.95,21.67,CU
SHRIMP REEF,2000,-18.95,28.27,CU
SHRIMP REEF,2003,-18.95,20.43,CU
SHRIMP REEF,2005,-18.95,13.78,CU
SHRIMP REEF,2007,-18.95,12.59,CU
SHRIMP REEF,2021,-18.95,31.99,CU
BOWDEN REEF,1993,-19.033333,14.25,CU
BOWDEN REEF,1994,-19.033333,13.75,CU
BOWDEN REEF,1995,-19.033333,15.32,CU
BOWDEN REEF,1996,-19.033333,15.29,CU
BOWDEN REEF,1997,-19.033333,18.49,CU
BOWDEN REEF,1998,-19.033333,20.56,CU
BOWDEN REEF,1999,-19.033333,24.6,CU
BOWDEN REEF,2000,-19.033333,18.7,CU
BOWDEN REEF,2001,-19.033333,14.78,CU
BOWDEN REEF,2002,-19.033333,18.15,CU
BOWDEN REEF,2003,-19.033333,20.93,CU
BOWDEN REEF,2004,-19.033333,16.12,CU
BOWDEN REEF,2005,-19.033333,14.19,CU
BOWDEN REEF,2007,-19.033333,13.59,CU
BOWDEN REEF,2011,-19.033333,12.04,CU
BOWDEN REEF,2015,-19.033333,22.33,CU
BOWDEN REEF,2018,-19.033333,22.69,CU
BOWDEN REEF,2021,-19.033333,35.37,CU
BOWDEN REEF,2022,-19.033333,28.01,CU
BOWDEN REEF,2023,-19.033333,32.07,CU
SHELL REEF,1994,-19.066667,7.72,CU
SHELL REEF,1997,-19.066667,18.49,CU
SHELL REEF,2000,-19.066667,18.85,CU
SHELL REEF,2003,-19.066667,8.21,CU
SHELL REEF,2005,-19.066667,23.55,CU
SHELL REEF,2007,-19.066667,17.5,CU
SHELL REEF,2021,-19.066667,35.75,CU
FAITH REEF,1993,-19.283333,12.5,CU
FAITH REEF,1994,-19.283333,17.26,CU
FAITH REEF,1995,-19.283333,17.5,CU
FAITH REEF,1996,-19.283333,14.54,CU
FAITH REEF,1997,-19.283333,19.92,CU
FAITH REEF,1998,-19.283333,23.28,CU
FAITH REEF,1999,-19.283333,24.65,CU
FAITH REEF,2000,-19.283333,20.95,CU
FAITH REEF,2001,-19.283333,15.73,CU
FAITH REEF,2002,-19.283333,19.67,CU
FAITH REEF,2003,-19.283333,12.1,CU
FAITH REEF,2004,-19.283333,13.63,CU
FAITH REEF,2005,-19.283333,14.03,CU
FAITH REEF,2007,-19.283333,10.68,CU
FAITH REEF,2015,-19.283333,16.13,CU
FAITH REEF,2021,-19.283333,27.06,CU
FAITH REEF,2022,-19.283333,32.67,CU
STANLEY REEF,1993,-19.3,7.5,CU
STANLEY REEF,1996,-19.3,11.12,CU
STANLEY REEF,1999,-19.3,17.95,CU
STANLEY REEF,2002,-19.3,19.45,CU
STANLEY REEF,2005,-19.3,10.87,CU
STANLEY REEF,2007,-19.3,9.17,CU
HOPE REEF(19046),2021,-19.325,17.58,CU
CHARITY REEF,1994,-19.366667,3.71,CU
CHARITY REEF,1997,-19.366667,6.29,CU
CHARITY REEF,2000,-19.366667,17.46,CU
CHARITY REEF,2003,-19.366667,8.71,CU
CHARITY REEF,2007,-19.366667,2.78,CU
CHARITY REEF,2021,-19.366667,17.69,CU
KANGAROO REEF (EAST),1993,-19.25,24.1,CU
KANGAROO REEF (EAST),1996,-19.25,21.46,CU
KANGAROO REEF (EAST),1999,-19.25,20.93,CU
KANGAROO REEF (EAST),2002,-19.25,15.42,CU
KANGAROO REEF (WEST),1993,-19.258333,8.21,CU
KANGAROO REEF (WEST),1996,-19.258333,7.7,CU
KANGAROO REEF (WEST),1999,-19.258333,15.94,CU
KANGAROO REEF (WEST),2002,-19.258333,23.65,CU
KANGAROO REEF (WEST),2022,-19.258333,38.32,CU
SHOWERS REEF,1997,-19.491667,18.22,CU
SHOWERS REEF,2000,-19.491667,23.47,CU
SHOWERS REEF,2003,-19.491667,16.69,CU
SHOWERS REEF,2005,-19.491667,21.33,CU
SHOWERS REEF,2007,-19.491667,24.97,CU
SHOWERS REEF,2022,-19.491667,24.56,CU
ELIZABETH REEF,1995,-19.333333,26.11,CU
ELIZABETH REEF,1998,-19.333333,27.7,CU
ELIZABETH REEF,2001,-19.333333,22.9,CU
ELIZABETH REEF,2005,-19.333333,22.04,CU
ELIZABETH REEF,2015,-19.333333,8.99,CU
ELIZABETH REEF,2021,-19.333333,26.7,CU
WANSFELL REEF,1995,-19.508333,39.78,CU
WANSFELL REEF,1998,-19.508333,20.77,CU
WANSFELL REEF,2001,-19.508333,21.23,CU
WANSFELL REEF,2005,-19.508333,20.32,CU
WANSFELL REEF,2021,-19.508333,25.08,CU
VIPER REEF,1993,-18.866667,18.23,CU
VIPER REEF,1996,-18.866667,24.29,CU
VIPER REEF,1999,-18.866667,45.73,CU
VIPER REEF,2002,-18.866667,29.01,CU
VIPER REEF,2005,-18.866667,40.2,CU
VIPER REEF,2011,-18.866667,7.87,CU
VIPER REEF,2021,-18.866667,48.1,CU
JAGUAR REEF,1993,-18.983333,22.25,CU
JAGUAR REEF,1996,-18.983333,30.04,CU
JAGUAR REEF,1999,-18.983333,29.86,CU
JAGUAR REEF,2002,-18.983333,20.88,CU
JAGUAR REEF,2021,-18.983333,37.27,CU
JAGUAR REEF,2022,-18.983333,47.5,CU
JACQUELINE REEF,1995,-19.216667,24.27,CU
JACQUELINE REEF,1998,-19.216667,20.38,CU
JACQUELINE REEF,2001,-19.216667,18.07,CU
JACQUELINE REEF,2015,-19.216667,7.08,CU
JACQUELINE REEF,2021,-19.216667,34.94,CU
NORMANBY-MABEL REEF,1993,-17.208333,10.28,IN
NORMANBY-MABEL REEF,1996,-17.208333,17.65,IN
NORMANBY-MABEL REEF,1999,-17.208333,12.89,IN
NORMANBY-MABEL REEF,2002,-17.208333,5.14,IN
NORMANBY-MABEL REEF,2005,-17.208333,18.47,IN
NORMANBY-MABEL REEF,2007,-17.208333,16.1,IN
NORMANBY-MABEL REEF,2013,-17.208333,8.12,IN
JESSIE-KENT REEF,1995,-17.676667,12.88,IN
JESSIE-KENT REEF,1998,-17.676667,21.25,IN
JESSIE-KENT REEF,2002,-17.676667,7.29,IN
JESSIE-KENT REEF,2013,-17.676667,2.37,IN
HUTCHISON REEF,1995,-17.675,3.21,IN
HUTCHISON REEF,1998,-17.675,27.68,IN
HUTCHISON REEF,2002,-17.675,4.17,IN
MILLN REEF,1994,-16.791667,22.95,IN
MOORE REEF,1994,-16.866667,8.49,IN
MOORE REEF,1997,-16.866667,17.69,IN
MOORE REEF,2000,-16.866667,15.14,IN
MOORE REEF,2006,-16.866667,13.77,IN
MOORE REEF,2007,-16.866667,12.77,IN
MOORE REEF,2010,-16.866667,13.64,IN
MOORE REEF,2012,-16.866667,11.38,IN
MOORE REEF,2014,-16.866667,14.08,IN
MOORE REEF,2016,-16.866667,16.68,IN
MOORE REEF,2018,-16.866667,8.23,IN
MOORE REEF,2020,-16.866667,7.1,IN
MOORE REEF,2021,-16.866667,11.66,IN
SCOTT REEF,1995,-17.075,15.62,IN
SCOTT REEF,1998,-17.075,16.38,IN
SCOTT REEF,2000,-17.075,8.1,IN
SCOTT REEF,2001,-17.075,8.02,IN
SCOTT REEF,2004,-17.075,12.13,IN
SCOTT REEF,2009,-17.075,20.71,IN
SCOTT REEF,2021,-17.075,9.71,IN
FLORA REEF,1993,-17.183333,14.56,IN
FLORA REEF,1996,-17.183333,20.0,IN
FLORA REEF,1999,-17.183333,6.33,IN
FLORA REEF,2000,-17.183333,3.82,IN
FLORA REEF,2002,-17.183333,7.65,IN
FLORA REEF,2005,-17.183333,4.91,IN
FLORA REEF,2007,-17.183333,13.1,IN
FLORA REEF,2017,-17.183333,15.45,IN
COATES REEF,2000,-17.2,5.46,IN
MCCULLOCH,2006,-17.283333,6.67,IN
MCCULLOCH,2008,-17.283333,10.54,IN
MCCULLOCH,2010,-17.283333,9.73,IN
MCCULLOCH,2012,-17.283333,7.35,IN
MCCULLOCH,2016,-17.283333,10.53,IN
MCCULLOCH,2018,-17.283333,4.19,IN
MCCULLOCH,2020,-17.283333,3.59,IN
PEART REEF,2006,-17.483333,8.88,IN
PEART REEF,2008,-17.483333,9.12,IN
PEART REEF,2010,-17.483333,20.25,IN
PEART REEF,2012,-17.483333,11.15,IN
PEART REEF,2014,-17.483333,19.12,IN
PEART REEF,2016,-17.483333,21.3,IN
PEART REEF,2018,-17.483333,4.02,IN
PEART REEF,2020,-17.483333,8.01,IN
PEART REEF,2022,-17.483333,10.2,IN
PEART REEF,2023,-17.483333,27.19,IN
FEATHER REEF,1994,-17.533333,26.46,IN
FEATHER REEF,1995,-17.533333,24.91,IN
FEATHER REEF,1996,-17.533333,26.56,IN
FEATHER REEF,1997,-17.533333,13.75,IN
FEATHER REEF,1998,-17.533333,16.52,IN
FEATHER REEF,1999,-17.533333,12.15,IN
FEATHER REEF,2000,-17.533333,5.98,IN
FEATHER REEF,2001,-17.533333,5.27,IN
FEATHER REEF,2002,-17.533333,5.0,IN
FEATHER REEF,2003,-17.533333,2.73,IN
FEATHER REEF,2004,-17.533333,8.64,IN
FEATHER REEF,2005,-17.533333,9.25,IN
FEATHER REEF,2006,-17.533333,9.9,IN
FEATHER REEF,2007,-17.533333,4.29,IN
FEATHER REEF,2008,-17.533333,6.54,IN
FEATHER REEF,2009,-17.533333,10.74,IN
FEATHER REEF,2012,-17.533333,9.5,IN
FEATHER REEF,2014,-17.533333,13.4,IN
FEATHER REEF,2015,-17.533333,20.98,IN
FEATHER REEF,2016,-17.533333,24.95,IN
FEATHER REEF,2017,-17.533333,26.35,IN
FEATHER REEF,2018,-17.533333,7.96,IN
FEATHER REEF,2019,-17.533333,7.17,IN
FEATHER REEF,2020,-17.533333,8.31,IN
FEATHER REEF,2021,-17.533333,18.36,IN
FEATHER REEF,2022,-17.533333,17.07,IN
FEATHER REEF,2023,-17.533333,25.77,IN
ELLISON REEF,1994,-17.725,17.39,IN
ELLISON REEF,1997,-17.725,22.56,IN
ELLISON REEF,2000,-17.725,2.71,IN
ELLISON REEF,2003,-17.725,2.39,IN
ELLISON REEF,2006,-17.725,7.34,IN
ELLISON REEF,2007,-17.725,5.12,IN
ELLISON REEF,2015,-17.725,17.55,IN
ELLISON REEF,2019,-17.725,9.31,IN
BEAVER REEF,1994,-17.85,27.25,IN
BEAVER REEF,1997,-17.85,32.28,IN
BEAVER REEF,2000,-17.85,3.53,IN
BEAVER REEF,2003,-17.85,2.5,IN
BEAVER REEF,2006,-17.85,3.88,IN
BEAVER REEF,2007,-17.85,3.5,IN
BEAVER REEF,2009,-17.85,9.77,IN
BEAVER REEF,2015,-17.85,18.84,IN
BEAVER REEF,2019,-17.85,12.83,IN
FARQUHARSON REEF (NO 1),2006,-17.783333,3.55,IN
FARQUHARSON REEF (NO 1),2008,-17.783333,5.4,IN
FARQUHARSON REEF (NO 1),2010,-17.783333,6.9,IN
FARQUHARSON REEF (NO 1),2012,-17.783333,4.5,IN
FARQUHARSON REEF (NO 1),2016,-17.783333,15.82,IN
FARQUHARSON REEF (NO 1),2018,-17.783333,9.7,IN
FARQUHARSON REEF (NO 1),2020,-17.783333,9.33,IN
FARQUHARSON REEF (NO 1),2023,-17.783333,12.31,IN
TAYLOR REEF,2000,-17.833333,9.0,IN
TAYLOR REEF,2006,-17.833333,2.84,IN
TAYLOR REEF,2008,-17.833333,2.54,IN
TAYLOR REEF,2010,-17.833333,12.23,IN
TAYLOR REEF,2012,-17.833333,6.79,IN
TAYLOR REEF,2016,-17.833333,45.61,IN
TAYLOR REEF,2017,-17.833333,32.75,IN
TAYLOR REEF,2018,-17.833333,9.39,IN
TAYLOR REEF,2020,-17.833333,7.73,IN
TAYLOR REEF,2022,-17.833333,13.85,IN
TAYLOR REEF,2023,-17.833333,14.87,IN
NOGGIN REEF,1995,-17.133333,20.46,IN
NOGGIN REEF,1998,-17.133333,17.38,IN
NOGGIN REEF,2002,-17.133333,26.75,IN
NOGGIN REEF,2007,-17.133333,12.33,IN
NOGGIN REEF,2009,-17.133333,15.56,IN
HEDLEY REEF,1994,-17.233333,14.23,IN
HEDLEY REEF,1997,-17.233333,22.59,IN
HEDLEY REEF,2000,-17.233333,18.58,IN
HEDLEY REEF,2006,-17.233333,15.95,IN
HEDLEY REEF,2007,-17.233333,11.89,IN
HEDLEY REEF,2008,-17.233333,12.85,IN
HEDLEY REEF,2010,-17.233333,12.61,IN
HEDLEY REEF,2012,-17.233333,9.67,IN
HEDLEY REEF,2016,-17.233333,11.67,IN
HEDLEY REEF,2018,-17.233333,5.3,IN
HEDLEY REEF,2020,-17.233333,6.05,IN
HEDLEY REEF,2023,-17.233333,15.39,IN
WARDLE REEF,1994,-17.45,15.78,IN
WARDLE REEF,1995,-17.45,23.86,IN
WARDLE REEF,1996,-17.45,21.89,IN
WARDLE REEF,1997,-17.45,26.05,IN
WARDLE REEF,1998,-17.45,19.38,IN
WARDLE REEF,1999,-17.45,12.2,IN
WARDLE REEF,2000,-17.45,13.12,IN
WARDLE REEF,2002,-17.45,19.92,IN
WARDLE REEF,2003,-17.45,9.38,IN
WARDLE REEF,2005,-17.45,18.26,IN
WARDLE REEF,2006,-17.45,11.48,IN
WARDLE REEF,2007,-17.45,5.27,IN
WARDLE REEF,2008,-17.45,8.26,IN
WARDLE REEF,2009,-17.45,7.1,IN
WARDLE REEF,2015,-17.45,16.13,IN
WARDLE REEF,2016,-17.45,18.36,IN
WARDLE REEF,2017,-17.45,11.16,IN
WARDLE REEF,2021,-17.45,12.97,IN
GILBEY REEF,1996,-17.583333,31.94,IN
GILBEY REEF,1999,-17.583333,21.9,IN
GILBEY REEF,2002,-17.583333,15.13,IN
GILBEY REEF,2005,-17.583333,18.56,IN
GILBEY REEF,2017,-17.583333,26.67,IN
POTTER REEF (NO 1),1995,-17.7,27.97,IN
POTTER REEF (NO 1),1998,-17.7,26.25,IN
POTTER REEF (NO 1),2000,-17.7,12.12,IN
POTTER REEF (NO 1),2002,-17.7,9.87,IN
POTTER REEF (NO 1),2009,-17.7,7.43,IN
POTTER REEF (NO 1),2015,-17.7,28.58,IN
POTTER REEF (NO 1),2016,-17.7,33.89,IN
MOSS REEF,1996,-17.95,28.91,IN
MOSS REEF,2000,-17.95,25.55,IN
MOSS REEF,2002,-17.95,25.83,IN
MOSS REEF,2005,-17.95,42.27,IN
MOSS REEF,2017,-17.95,28.31,IN
OSBORNE REEF,1993,-13.041667,45.88,PC
OSBORNE REEF,1996,-13.041667,38.22,PC
OSBORNE REEF,2002,-13.041667,39.91,PC
OSBORNE REEF,2005,-13.041667,36.77,PC
OSBORNE REEF,2013,-13.041667,16.61,PC
OSBORNE REEF,2017,-13.041667,15.0,PC
OSBORNE REEF,2020,-13.041667,3.48,PC
OSBORNE REEF,2023,-13.041667,9.88,PC
FIFE REEF,1995,-13.658333,23.53,PC
FIFE REEF,1998,-13.658333,40.08,PC
FIFE REEF,2001,-13.658333,40.66,PC
PELICAN ISLAND REEF(13107),1995,-13.916667,8.41,PC
PELICAN ISLAND REEF(13107),1998,-13.916667,23.51,PC
PELICAN ISLAND REEF(13107),2001,-13.916667,30.74,PC
PELICAN ISLAND REEF(13107),2013,-13.916667,30.21,PC
CLACK REEF,1994,-14.066667,17.95,PC
CLACK REEF,2000,-14.066667,34.46,PC
CLACK REEF,2006,-14.066667,21.54,PC
CLACK REEF,2013,-14.066667,38.59,PC
CLACK REEF,2017,-14.066667,18.21,PC
CELEBRATION REEF,1994,-13.275,21.91,PC
CELEBRATION REEF,2000,-13.275,20.99,PC
CELEBRATION REEF,2006,-13.275,3.54,PC
CELEBRATION REEF,2013,-13.275,12.34,PC
CELEBRATION REEF,2017,-13.275,11.76,PC
BLANCHARD REEF,2013,-13.416667,16.63,PC
BLANCHARD REEF,2017,-13.416667,11.74,PC
13063S,1993,-13.416667,23.84,PC
13063S,1996,-13.416667,21.03,PC
13063S,1999,-13.416667,21.14,PC
13063S,2002,-13.416667,16.27,PC
13063S,2021,-13.416667,13.35,PC
MORRIS ISLAND REEF,2013,-13.483333,20.75,PC
MORRIS ISLAND REEF,2017,-13.483333,23.78,PC
OGILVIE REEF,2013,-13.541667,31.93,PC
MAGPIE REEF,2013,-13.775,21.34,PC
13093A,2013,-13.758333,15.69,PC
13093A,2020,-13.758333,7.11,PC
HEDGE REEF,2013,-13.908333,20.18,PC
HEDGE REEF,2020,-13.908333,2.88,PC
13124S,1993,-13.866667,18.0,PC
13124S,1994,-13.866667,20.69,PC
13124S,1995,-13.866667,15.38,PC
13124S,1996,-13.866667,16.57,PC
13124S,1998,-13.866667,13.96,PC
13124S,1999,-13.866667,23.5,PC
13124S,2000,-13.866667,22.81,PC
13124S,2001,-13.866667,20.59,PC
13124S,2002,-13.866667,24.15,PC
13124S,2003,-13.866667,17.98,PC
13124S,2004,-13.866667,16.71,PC
13124S,2005,-13.866667,20.22,PC
13124S,2006,-13.866667,18.93,PC
13124S,2013,-13.866667,30.48,PC
13124S,2015,-13.866667,25.36,PC
13124S,2017,-13.866667,20.3,PC
13124S,2019,-13.866667,19.23,PC
13124S,2020,-13.866667,20.54,PC
13124S,2021,-13.866667,24.98,PC
13124S,2022,-13.866667,31.44,PC
13124S,2023,-13.866667,36.03,PC
GRUB REEF(14003),2013,-14.008333,43.3,PC
CORBETT REEF,2013,-14.0,15.45,PC
CORBETT REEF,2019,-14.0,14.1,PC
CORBETT REEF,2020,-14.0,10.3,PC
CORBETT REEF,2021,-14.0,25.05,PC
CORBETT REEF,2022,-14.0,30.46,PC
CORBETT REEF,2023,-14.0,26.83,PC
13040S,1994,-13.266667,34.67,PC
13040S,2000,-13.266667,35.56,PC
13040S,2003,-13.266667,31.25,PC
13040S,2006,-13.266667,10.17,PC
13040S,2019,-13.266667,27.44,PC
13040S,2020,-13.266667,16.56,PC
13040S,2021,-13.266667,35.25,PC
SAND BANK NO 8 REEF,1993,-13.358333,34.91,PC
SAND BANK NO 8 REEF,1996,-13.358333,34.12,PC
SAND BANK NO 8 REEF,1999,-13.358333,27.4,PC
SAND BANK NO 8 REEF,2019,-13.358333,19.14,PC
SAND BANK NO 8 REEF,2021,-13.358333,24.75,PC
SAND BANK NO 8 REEF,2023,-13.358333,43.4,PC
CREECH REEF (NORTH),1995,-13.625,37.46,PC
CREECH REEF (NORTH),1998,-13.625,36.57,PC
CREECH REEF (NORTH),2001,-13.625,33.24,PC
CREECH REEF (NORTH),2015,-13.625,53.86,PC
CREECH REEF (NORTH),2017,-13.625,32.26,PC
CREECH REEF (NORTH),2019,-13.625,34.94,PC
CREECH REEF (NORTH),2020,-13.625,39.19,PC
CREECH REEF (NORTH),2021,-13.625,38.99,PC
CREECH REEF (NORTH),2023,-13.625,46.97,PC
13121S,1994,-13.783333,14.93,PC
13121S,2000,-13.783333,17.93,PC
13121S,2006,-13.783333,15.38,PC
13121S,2015,-13.783333,25.11,PC
13121S,2017,-13.783333,11.48,PC
13121S,2019,-13.783333,8.4,PC
13121S,2021,-13.783333,22.39,PC
