lat,lon,dhw,sst,ssta
-18.875,148.475,6.9,28.82,1.0
-18.875,148.725,9.14,28.79,0.91
-18.875,148.975,8.43,28.81,0.93
-18.875,149.225,8.21,28.82,0.97
-18.875,149.475,8.99,28.92,1.13
-18.875,149.725,10.6,28.75,1.04
-18.875,149.975,11.17,28.72,1.06
-18.875,150.225,10.13,28.68,1.05
-18.875,150.475,9.23,28.67,1.09
-18.875,150.725,9.16,28.77,1.2
-18.875,150.975,10.34,28.88,1.36
-18.875,151.225,12.09,29.12,1.62
-18.875,151.475,13.26,29.2,1.73
-18.875,151.725,14.29,29.2,1.76
-18.875,151.975,14.56,29.22,1.79
-18.875,152.225,14.03,29.05,1.6
-18.875,152.475,13.56,29.11,1.61
-18.875,152.725,13.65,29.18,1.69
-18.875,152.975,13.36,29.19,1.75
-18.875,153.225,12.89,29.03,1.62
-18.875,153.475,13.91,28.98,1.58
-18.875,153.725,14.16,28.96,1.59
-18.875,153.975,14.53,28.94,1.57
-18.925,146.425,8.17,29.47,1.32
-18.925,146.675,7.02,29.27,1.24
-18.925,146.925,6.07,29.16,1.25
-18.925,147.175,5.47,29.05,1.21
-18.925,147.425,4.8,28.95,1.12
-18.925,147.675,3.61,28.81,1.02
-18.925,147.925,4.0,28.84,1.1
-18.925,148.175,5.55,28.87,1.12
-18.925,148.425,6.56,28.8,1.03
-18.925,148.675,9.35,28.77,0.94
-18.925,148.925,8.88,28.74,0.89
-18.925,149.175,8.21,28.76,0.93
-18.925,149.425,8.31,28.84,1.04
-18.925,149.675,10.23,28.78,1.04
-18.925,149.925,10.85,28.71,1.03
-18.925,150.175,10.11,28.69,1.04
-18.925,150.425,9.48,28.67,1.07
-18.925,150.675,9.44,28.7,1.12
-18.925,150.925,9.74,28.82,1.29
-18.925,151.175,11.47,29.08,1.58
-18.925,151.425,13.15,29.21,1.75
-18.925,151.675,14.16,29.22,1.78
-18.925,151.925,14.69,29.2,1.78
-18.925,152.175,13.85,29.01,1.58
-18.925,152.425,13.77,29.07,1.6
-18.925,152.675,13.43,29.13,1.64
-18.925,152.925,13.02,29.18,1.74
-18.925,153.175,12.79,29.0,1.6
-18.925,153.425,13.37,28.96,1.57
-18.925,153.675,13.69,28.97,1.61
-18.925,153.925,14.5,28.92,1.57
-18.975,146.425,9.09,29.5,1.38
-18.975,146.675,7.65,29.29,1.28
-18.975,146.925,6.25,29.18,1.28
-18.975,147.175,5.61,29.07,1.23
-18.975,147.425,4.86,28.96,1.15
-18.975,147.675,3.63,28.81,1.03
-18.975,147.925,3.22,28.81,1.08
-18.975,148.175,5.13,28.87,1.15
-18.975,148.425,6.63,28.79,1.05
-18.975,148.675,8.67,28.77,0.98
-18.975,148.925,9.01,28.71,0.9
-18.975,149.175,8.73,28.72,0.91
-18.975,149.425,8.2,28.79,0.99
-18.975,149.675,9.84,28.79,1.04
-18.975,149.925,10.54,28.7,1.01
-18.975,150.175,10.03,28.7,1.04
-18.975,150.425,9.07,28.67,1.06
-18.975,150.675,9.39,28.69,1.09
-18.975,150.925,9.54,28.78,1.25
-18.975,151.175,11.35,29.08,1.58
-18.975,151.425,12.89,29.2,1.74
-18.975,151.675,14.09,29.23,1.8
-18.975,151.925,14.46,29.18,1.77
-18.975,152.175,13.38,28.96,1.56
-18.975,152.425,13.07,29.0,1.56
-18.975,152.675,13.38,29.09,1.61
-18.975,152.925,12.54,29.11,1.68
-18.975,153.175,12.52,29.0,1.61
-18.975,153.425,13.0,28.94,1.56
-18.975,153.675,13.83,28.95,1.61
-18.975,153.925,14.75,28.89,1.56
-19.025,146.475,9.98,29.46,1.39
-19.025,146.725,8.01,29.28,1.32
-19.025,146.975,6.0,29.17,1.3
-19.025,147.225,5.7,29.09,1.27
-19.025,147.475,4.86,28.92,1.13
-19.025,147.725,3.75,28.81,1.06
-19.025,147.975,2.95,28.8,1.09
-19.025,148.225,3.97,28.83,1.12
-19.025,148.475,5.69,28.79,1.08
-19.025,148.725,7.8,28.77,1.01
-19.025,148.975,8.97,28.67,0.91
-19.025,149.225,8.84,28.7,0.91
-19.025,149.475,9.04,28.77,0.98
-19.025,149.725,10.22,28.77,1.02
-19.025,149.975,10.43,28.68,0.98
-19.025,150.225,9.64,28.68,1.01
-19.025,150.475,9.23,28.65,1.03
-19.025,150.725,9.65,28.69,1.09
-19.025,150.975,9.73,28.8,1.28
-19.025,151.225,11.4,29.09,1.6
-19.025,151.475,12.82,29.2,1.74
-19.025,151.725,14.35,29.23,1.81
-19.025,151.975,14.58,29.12,1.72
-19.025,152.225,12.93,28.89,1.52
-19.025,152.475,12.63,28.95,1.52
-19.025,152.725,13.07,29.08,1.62
-19.025,152.975,11.8,29.04,1.64
-19.025,153.225,12.22,28.96,1.58
-19.025,153.475,12.85,28.93,1.56
-19.025,153.725,13.91,28.9,1.57
-19.025,153.975,15.27,28.85,1.53
-19.075,146.575,10.13,29.39,1.39
-19.075,146.825,7.81,29.26,1.38
-19.075,147.075,6.1,29.15,1.31
-19.075,147.325,5.7,29.06,1.26
-19.075,147.575,4.92,28.89,1.14
-19.075,147.825,3.26,28.78,1.05
-19.075,148.075,3.13,28.82,1.13
-19.075,148.325,3.77,28.79,1.1
-19.075,148.575,6.33,28.76,1.06
-19.075,148.825,7.41,28.73,1.01
-19.075,149.075,9.24,28.66,0.92
-19.075,149.325,9.2,28.7,0.92
-19.075,149.575,9.63,28.77,1.0
-19.075,149.825,10.33,28.71,0.98
-19.075,150.075,10.5,28.7,1.01
-19.075,150.325,9.23,28.67,1.01
-19.075,150.575,9.44,28.64,1.0
-19.075,150.825,9.48,28.7,1.11
-19.075,151.075,10.32,28.93,1.41
-19.075,151.325,11.55,29.11,1.63
-19.075,151.575,13.39,29.25,1.8
-19.075,151.825,14.65,29.19,1.79
-19.075,152.075,13.52,29.03,1.65
-19.075,152.325,12.15,28.83,1.48
-19.075,152.575,12.19,29.0,1.56
-19.075,152.825,12.7,29.06,1.63
-19.075,153.075,11.77,29.05,1.67
-19.075,153.325,11.97,28.9,1.53
-19.075,153.575,13.71,28.9,1.56
-19.075,153.825,14.26,28.83,1.51
-19.125,146.475,11.69,29.47,1.46
-19.125,146.725,9.62,29.3,1.41
-19.125,146.975,7.15,29.2,1.36
-19.125,147.225,6.1,29.12,1.32
-19.125,147.475,5.36,28.97,1.22
-19.125,147.725,4.55,28.81,1.08
-19.125,147.975,2.65,28.73,1.03
-19.125,148.225,2.92,28.8,1.11
-19.125,148.475,4.07,28.76,1.1
-19.125,148.725,6.25,28.75,1.06
-19.125,148.975,7.72,28.64,0.95
-19.125,149.225,9.62,28.67,0.93
-19.125,149.475,9.72,28.72,0.96
-19.125,149.725,9.89,28.74,0.98
-19.125,149.975,10.31,28.67,0.96
-19.125,150.225,9.16,28.69,1.0
-19.125,150.475,9.5,28.63,0.98
-19.125,150.725,9.41,28.7,1.06
-19.125,150.975,9.08,28.77,1.23
-19.125,151.225,10.96,29.04,1.54
-19.125,151.475,12.56,29.18,1.72
-19.125,151.725,13.8,29.23,1.81
-19.125,151.975,13.98,29.09,1.71
-19.125,152.225,12.13,28.83,1.49
-19.125,152.475,12.3,28.85,1.46
-19.125,152.725,12.32,29.07,1.63
-19.125,152.975,11.76,28.98,1.59
-19.125,153.225,11.71,28.96,1.6
-19.125,153.475,12.8,28.87,1.52
-19.125,153.725,13.98,28.8,1.49
-19.125,153.975,15.32,28.79,1.49
-19.175,146.725,10.51,29.3,1.45
-19.175,146.975,7.71,29.23,1.42
-19.175,147.225,6.5,29.13,1.34
-19.175,147.475,5.79,29.0,1.27
-19.175,147.725,4.66,28.82,1.1
-19.175,147.975,2.63,28.74,1.04
-19.175,148.225,2.56,28.79,1.1
-19.175,148.475,3.07,28.75,1.09
-19.175,148.725,4.94,28.73,1.06
-19.175,148.975,6.41,28.63,0.97
-19.175,149.225,9.45,28.66,0.95
-19.175,149.475,9.97,28.72,0.97
-19.175,149.725,9.83,28.72,0.96
-19.175,149.975,10.03,28.67,0.95
-19.175,150.225,9.07,28.69,0.98
-19.175,150.475,9.22,28.63,0.96
-19.175,150.725,8.49,28.7,1.05
-19.175,150.975,8.86,28.77,1.22
-19.175,151.225,10.59,29.01,1.51
-19.175,151.475,12.3,29.16,1.7
-19.175,151.725,13.78,29.2,1.79
-19.175,151.975,13.43,29.07,1.7
-19.175,152.225,11.88,28.81,1.49
-19.175,152.475,12.53,28.83,1.45
-19.175,152.725,12.27,29.07,1.65
-19.175,152.975,12.22,28.98,1.6
-19.175,153.225,11.57,28.93,1.58
-19.175,153.475,12.88,28.83,1.49
-19.175,153.725,13.88,28.73,1.42
-19.175,153.975,15.33,28.75,1.46
-19.225,146.925,9.12,29.29,1.51
-19.225,147.175,6.65,29.14,1.36
-19.225,147.425,6.59,29.07,1.34
-19.225,147.675,5.55,28.88,1.17
-19.225,147.925,3.59,28.75,1.05
-19.225,148.175,2.24,28.79,1.1
-19.225,148.425,2.82,28.76,1.09
-19.225,148.675,4.17,28.72,1.06
-19.225,148.925,4.49,28.65,1.01
-19.225,149.175,8.47,28.63,0.96
-19.225,149.425,9.92,28.71,0.99
-19.225,149.675,9.83,28.71,0.95
-19.225,149.925,9.91,28.68,0.95
-19.225,150.175,9.27,28.68,0.96
-19.225,150.425,9.06,28.66,0.96
-19.225,150.675,8.3,28.64,0.97
-19.225,150.925,8.14,28.76,1.18
-19.225,151.175,9.75,28.95,1.44
-19.225,151.425,11.37,29.09,1.62
-19.225,151.675,13.18,29.15,1.73
-19.225,151.925,13.18,29.04,1.67
-19.225,152.175,11.63,28.85,1.52
-19.225,152.425,12.1,28.79,1.44
-19.225,152.675,12.27,29.06,1.65
-19.225,152.925,12.42,29.0,1.62
-19.225,153.175,11.53,28.92,1.57
-19.225,153.425,12.05,28.81,1.48
-19.225,153.675,13.37,28.68,1.38
-19.225,153.925,14.77,28.68,1.4
-19.275,146.875,9.87,29.32,1.58
-19.275,147.125,7.31,29.15,1.39
-19.275,147.375,7.05,29.13,1.41
-19.275,147.625,6.12,28.94,1.24
-19.275,147.875,4.36,28.79,1.08
-19.275,148.125,2.24,28.8,1.11
-19.275,148.375,2.66,28.8,1.11
-19.275,148.625,2.86,28.72,1.06
-19.275,148.875,3.62,28.66,1.03
-19.275,149.125,5.54,28.61,0.97
-19.275,149.375,9.77,28.68,0.99
-19.275,149.625,10.35,28.7,0.96
-19.275,149.875,10.13,28.69,0.96
-19.275,150.125,9.38,28.68,0.96
-19.275,150.375,9.22,28.69,0.97
-19.275,150.625,8.69,28.62,0.94
-19.275,150.875,7.85,28.75,1.14
-19.275,151.125,9.13,28.89,1.37
-19.275,151.375,10.8,29.02,1.54
-19.275,151.625,12.74,29.11,1.68
-19.275,151.875,13.12,29.01,1.64
-19.275,152.125,11.35,28.87,1.54
-19.275,152.375,12.02,28.76,1.44
-19.275,152.625,12.52,29.02,1.63
-19.275,152.875,12.54,29.02,1.64
-19.275,153.125,11.99,28.92,1.56
-19.275,153.375,12.23,28.78,1.46
-19.275,153.625,12.72,28.62,1.32
-19.275,153.875,14.42,28.6,1.32
-19.325,146.925,9.68,29.31,1.58
-19.325,147.225,8.12,29.17,1.44
-19.325,147.475,7.35,29.1,1.42
-19.325,147.725,5.67,28.9,1.18
-19.325,147.975,3.61,28.82,1.14
-19.325,148.225,2.53,28.81,1.11
-19.325,148.475,2.48,28.78,1.09
-19.325,148.725,3.23,28.67,1.01
-19.325,148.975,3.11,28.62,1.0
-19.325,149.225,6.06,28.62,0.98
-19.325,149.475,9.89,28.69,1.01
-19.325,149.725,10.68,28.67,0.93
-19.325,149.975,9.83,28.69,0.97
-19.325,150.225,9.5,28.7,0.96
-19.325,150.475,8.82,28.65,0.94
-19.325,150.725,7.87,28.63,0.97
-19.325,150.975,7.85,28.78,1.21
-19.325,151.225,9.09,28.93,1.43
-19.325,151.475,11.23,29.06,1.6
-19.325,151.725,12.3,29.05,1.66
-19.325,151.975,12.77,28.98,1.63
-19.325,152.225,11.03,28.74,1.42
-19.325,152.475,12.55,28.85,1.49
-19.325,152.725,12.48,29.04,1.66
-19.325,152.975,12.36,28.97,1.59
-19.325,153.225,12.01,28.82,1.48
-19.325,153.475,11.47,28.63,1.31
-19.325,153.725,12.73,28.52,1.24
-19.325,153.975,14.37,28.61,1.36
-19.375,147.225,9.01,29.23,1.52
-19.375,147.475,8.49,29.13,1.45
-19.375,147.725,6.2,28.93,1.21
-19.375,147.975,3.81,28.84,1.16
-19.375,148.225,2.58,28.83,1.14
-19.375,148.475,2.53,28.78,1.07
-19.375,148.725,3.06,28.66,0.99
-19.375,148.975,2.76,28.63,1.0
-19.375,149.225,5.74,28.63,1.01
-19.375,149.475,8.93,28.66,1.01
-19.375,149.725,10.38,28.65,0.94
-19.375,149.975,9.88,28.68,0.97
-19.375,150.225,9.3,28.69,0.94
-19.375,150.475,9.04,28.66,0.96
-19.375,150.725,7.41,28.61,0.94
-19.375,150.975,7.78,28.76,1.18
-19.375,151.225,8.57,28.93,1.43
-19.375,151.475,10.55,29.03,1.58
-19.375,151.725,11.55,29.01,1.63
-19.375,151.975,11.94,28.92,1.58
-19.375,152.225,10.91,28.73,1.41
-19.375,152.475,12.51,28.89,1.52
-19.375,152.725,12.34,29.03,1.66
-19.375,152.975,12.19,28.97,1.59
-19.375,153.225,12.02,28.78,1.44
-19.375,153.475,11.5,28.55,1.24
-19.375,153.725,12.11,28.45,1.19
-19.375,153.975,14.14,28.54,1.3
-19.425,147.275,9.89,29.25,1.55
-19.425,147.525,8.72,29.12,1.44
-19.425,147.775,6.15,28.93,1.2
-19.425,148.025,3.69,28.86,1.2
-19.425,148.275,2.66,28.81,1.11
-19.425,148.525,2.7,28.77,1.04
-19.425,148.775,2.92,28.64,0.96
-19.425,149.025,2.9,28.64,1.02
-19.425,149.275,5.52,28.66,1.05
-19.425,149.525,8.62,28.63,1.0
-19.425,149.775,10.11,28.65,0.96
-19.425,150.025,9.88,28.66,0.95
-19.425,150.275,9.62,28.68,0.93
-19.425,150.525,8.15,28.65,0.95
-19.425,150.775,7.3,28.61,0.95
-19.425,151.025,7.62,28.78,1.22
-19.425,151.275,8.34,28.95,1.46
-19.425,151.525,10.1,29.0,1.57
-19.425,151.775,11.12,28.96,1.59
-19.425,152.025,11.32,28.85,1.51
-19.425,152.275,11.62,28.71,1.38
-19.425,152.525,12.4,28.96,1.59
-19.425,152.775,12.3,28.99,1.63
-19.425,153.025,12.21,28.92,1.54
-19.425,153.275,11.75,28.66,1.32
-19.425,153.525,11.44,28.42,1.11
-19.425,153.775,12.54,28.39,1.14
-19.425,154.025,13.89,28.5,1.27
-19.475,147.675,7.81,28.98,1.25
-19.475,147.925,5.05,28.86,1.17
-19.475,148.175,3.53,28.85,1.19
-19.475,148.425,2.82,28.81,1.08
-19.475,148.675,2.87,28.67,0.95
-19.475,148.925,2.7,28.64,1.0
-19.475,149.175,4.1,28.66,1.07
-19.475,149.425,6.7,28.64,1.05
-19.475,149.675,9.54,28.6,0.98
-19.475,149.925,10.48,28.66,0.99
-19.475,150.175,9.42,28.66,0.94
-19.475,150.425,9.06,28.62,0.91
-19.475,150.675,6.69,28.6,0.93
-19.475,150.925,6.63,28.68,1.07
-19.475,151.175,7.93,28.87,1.35
-19.475,151.425,8.68,28.97,1.52
-19.475,151.675,10.3,28.95,1.56
-19.475,151.925,11.07,28.85,1.51
-19.475,152.175,10.99,28.73,1.4
-19.475,152.425,12.18,28.88,1.52
-19.475,152.675,12.17,28.97,1.61
-19.475,152.925,12.12,28.95,1.58
-19.475,153.175,11.81,28.72,1.36
-19.475,153.425,11.76,28.44,1.11
-19.475,153.675,12.0,28.31,1.04
-19.475,153.925,12.93,28.36,1.13
-19.525,147.625,9.14,29.02,1.31
-19.525,147.875,6.38,28.88,1.16
-19.525,148.125,4.28,28.86,1.21
-19.525,148.375,3.68,28.83,1.11
-19.525,148.625,2.88,28.73,0.99
-19.525,148.875,2.7,28.64,0.97
-19.525,149.125,3.37,28.65,1.06
-19.525,149.375,6.05,28.65,1.07
-19.525,149.625,7.51,28.6,1.03
-19.525,149.875,10.4,28.65,1.03
-19.525,150.125,9.97,28.64,0.96
-19.525,150.375,9.37,28.6,0.89
-19.525,150.625,6.55,28.6,0.92
-19.525,150.875,6.1,28.63,0.99
-19.525,151.125,7.33,28.8,1.25
-19.525,151.375,7.61,28.92,1.47
-19.525,151.625,9.34,28.91,1.52
-19.525,151.875,9.97,28.84,1.5
-19.525,152.125,10.53,28.73,1.4
-19.525,152.375,11.28,28.87,1.52
-19.525,152.625,11.81,28.96,1.61
-19.525,152.875,11.87,28.92,1.56
-19.525,153.125,11.98,28.76,1.41
-19.525,153.375,11.64,28.43,1.1
-19.525,153.625,11.77,28.24,0.96
-19.525,153.875,12.59,28.25,1.02
-19.575,147.625,9.4,29.02,1.31
-19.575,147.875,7.29,28.89,1.17
-19.575,148.125,5.02,28.86,1.21
-19.575,148.375,4.31,28.83,1.13
-19.575,148.625,2.93,28.76,1.02
-19.575,148.875,2.72,28.68,1.0
-19.575,149.125,3.54,28.64,1.05
-19.575,149.375,5.38,28.65,1.08
-19.575,149.625,7.1,28.58,1.03
-19.575,149.875,10.08,28.63,1.03
-19.575,150.125,10.48,28.65,1.0
-19.575,150.375,9.54,28.6,0.9
-19.575,150.625,7.12,28.59,0.91
-19.575,150.875,5.9,28.61,0.97
-19.575,151.125,6.84,28.77,1.21
-19.575,151.375,7.43,28.89,1.44
-19.575,151.625,8.58,28.89,1.5
-19.575,151.875,9.46,28.81,1.47
-19.575,152.125,10.0,28.77,1.44
-19.575,152.375,10.92,28.91,1.57
-19.575,152.625,11.54,28.94,1.6
-19.575,152.875,11.45,28.9,1.55
-19.575,153.125,11.89,28.75,1.41
-19.575,153.375,10.86,28.38,1.05
-19.575,153.625,11.44,28.18,0.9
-19.575,153.875,12.52,28.17,0.94
-19.625,147.625,9.53,29.0,1.29
-19.625,147.875,7.77,28.91,1.19
-19.625,148.125,5.91,28.87,1.23
-19.625,148.375,5.01,28.83,1.15
-19.625,148.625,3.28,28.79,1.05
-19.625,148.875,2.76,28.7,1.02
-19.625,149.125,3.84,28.62,1.03
-19.625,149.375,5.04,28.64,1.08
-19.625,149.625,6.43,28.56,1.02
-19.625,149.875,9.21,28.6,1.03
-19.625,150.125,11.04,28.64,1.03
-19.625,150.375,9.76,28.62,0.95
-19.625,150.625,7.4,28.59,0.91
-19.625,150.875,5.94,28.6,0.95
-19.625,151.125,6.13,28.75,1.18
-19.625,151.375,6.66,28.87,1.42
-19.625,151.625,8.05,28.87,1.5
-19.625,151.875,8.9,28.79,1.45
-19.625,152.125,9.31,28.81,1.49
-19.625,152.375,9.95,28.94,1.61
-19.625,152.625,10.46,28.94,1.61
-19.625,152.875,11.2,28.9,1.56
-19.625,153.125,11.65,28.73,1.4
-19.625,153.375,10.94,28.34,1.02
-19.625,153.625,11.6,28.13,0.85
-19.625,153.875,13.01,28.09,0.86
-19.675,147.625,9.74,28.99,1.29
-19.675,147.875,8.51,28.94,1.23
-19.675,148.125,6.51,28.88,1.24
-19.675,148.375,5.6,28.84,1.19
-19.675,148.625,3.35,28.81,1.09
-19.675,148.875,2.94,28.73,1.04
-19.675,149.125,3.85,28.61,1.01
-19.675,149.375,5.57,28.63,1.07
-19.675,149.625,5.75,28.54,1.0
-19.675,149.875,8.25,28.58,1.02
-19.675,150.125,10.99,28.65,1.09
-19.675,150.375,10.48,28.65,1.0
-19.675,150.625,7.6,28.6,0.92
-19.675,150.875,6.08,28.61,0.96
-19.675,151.125,5.42,28.71,1.13
-19.675,151.375,6.25,28.85,1.4
-19.675,151.625,7.55,28.85,1.48
-19.675,151.875,8.35,28.77,1.44
-19.675,152.125,8.85,28.84,1.52
-19.675,152.375,9.09,28.96,1.64
-19.675,152.625,10.3,28.94,1.62
-19.675,152.875,11.01,28.9,1.58
-19.675,153.125,11.12,28.71,1.4
-19.675,153.375,10.77,28.32,1.01
-19.675,153.625,11.71,28.1,0.83
-19.675,153.875,12.4,28.03,0.81
-19.725,147.625,10.44,28.99,1.3
-19.725,147.875,8.94,28.95,1.25
-19.725,148.125,6.96,28.89,1.26
-19.725,148.375,6.66,28.83,1.2
-19.725,148.625,3.88,28.79,1.08
-19.725,148.875,2.95,28.74,1.05
-19.725,149.125,4.19,28.59,0.99
-19.725,149.375,5.78,28.64,1.08
-19.725,149.625,5.44,28.53,0.98
-19.725,149.875,7.69,28.57,1.01
-19.725,150.125,10.5,28.63,1.11
-19.725,150.375,11.38,28.67,1.06
-19.725,150.625,8.38,28.63,0.96
-19.725,150.875,6.19,28.61,0.95
-19.725,151.125,4.76,28.69,1.1
-19.725,151.375,5.46,28.84,1.38
-19.725,151.625,6.8,28.84,1.47
-19.725,151.875,7.38,28.76,1.42
-19.725,152.125,8.2,28.85,1.53
-19.725,152.375,8.46,28.96,1.66
-19.725,152.625,9.99,28.95,1.64
-19.725,152.875,10.33,28.9,1.58
-19.725,153.125,10.96,28.68,1.39
-19.725,153.375,10.78,28.3,1.01
-19.725,153.625,11.58,28.08,0.82
-19.725,153.875,12.22,27.99,0.78
-19.775,147.625,11.17,29.02,1.34
-19.775,147.975,8.96,28.98,1.33
-19.775,148.225,7.32,28.85,1.25
-19.775,148.475,6.23,28.83,1.19
-19.775,148.725,3.54,28.77,1.05
-19.775,148.975,3.56,28.68,1.02
-19.775,149.225,5.28,28.6,1.02
-19.775,149.475,5.69,28.6,1.05
-19.775,149.725,6.12,28.57,0.99
-19.775,149.975,7.53,28.57,1.03
-19.775,150.225,11.59,28.64,1.13
-19.775,150.475,10.68,28.67,1.05
-19.775,150.725,7.96,28.66,0.99
-19.775,150.975,5.55,28.6,0.96
-19.775,151.225,4.97,28.77,1.22
-19.775,151.475,6.33,28.83,1.4
-19.775,151.725,6.17,28.79,1.43
-19.775,151.975,7.51,28.73,1.4
-19.775,152.225,7.58,28.91,1.62
-19.775,152.475,8.76,28.96,1.67
-19.775,152.725,9.7,28.93,1.63
-19.775,152.975,10.21,28.86,1.56
-19.775,153.225,10.65,28.48,1.21
-19.775,153.475,11.36,28.21,0.95
-19.775,153.725,11.79,28.02,0.79
-19.775,153.975,12.01,28.01,0.84
-19.825,147.875,9.91,29.01,1.36
-19.825,148.125,8.03,28.9,1.3
-19.825,148.375,7.85,28.83,1.25
-19.825,148.625,5.27,28.73,1.04
-19.825,148.875,3.74,28.72,1.03
-19.825,149.125,4.57,28.6,0.98
-19.825,149.375,5.9,28.65,1.08
-19.825,149.625,5.59,28.56,0.98
-19.825,149.875,6.7,28.58,1.01
-19.825,150.125,9.17,28.59,1.12
-19.825,150.375,11.15,28.64,1.1
-19.825,150.625,9.7,28.69,1.04
-19.825,150.875,6.99,28.64,0.98
-19.825,151.125,4.82,28.66,1.06
-19.825,151.375,5.0,28.8,1.32
-19.825,151.625,5.98,28.83,1.44
-19.825,151.875,6.48,28.74,1.39
-19.825,152.125,7.38,28.81,1.51
-19.825,152.375,8.41,28.97,1.7
-19.825,152.625,9.59,28.96,1.68
-19.825,152.875,9.62,28.92,1.63
-19.825,153.125,9.96,28.61,1.36
-19.825,153.375,10.83,28.29,1.04
-19.825,153.625,12.04,28.11,0.88
-19.825,153.875,11.57,27.96,0.78
-19.875,147.775,11.41,29.07,1.4
-19.875,148.075,9.67,28.93,1.34
-19.875,148.325,8.7,28.8,1.26
-19.875,148.575,6.77,28.69,1.04
-19.875,148.825,4.33,28.72,1.03
-19.875,149.075,4.87,28.62,0.98
-19.875,149.325,5.96,28.64,1.05
-19.875,149.575,5.28,28.59,1.0
-19.875,149.825,6.2,28.6,1.02
-19.875,150.075,7.26,28.59,1.11
-19.875,150.325,10.57,28.6,1.12
-19.875,150.575,10.31,28.69,1.08
-19.875,150.825,7.55,28.67,1.01
-19.875,151.075,5.39,28.63,1.01
-19.875,151.325,4.95,28.78,1.26
-19.875,151.575,5.29,28.82,1.4
-19.875,151.825,5.91,28.75,1.39
-19.875,152.075,7.23,28.74,1.43
-19.875,152.325,8.14,28.94,1.67
-19.875,152.575,9.37,28.98,1.71
-19.875,152.825,9.37,28.93,1.66
-19.875,153.075,9.44,28.66,1.42
-19.875,153.325,10.5,28.35,1.13
-19.875,153.575,11.89,28.16,0.95
-19.875,153.825,11.55,27.99,0.81
-19.925,147.925,10.87,29.03,1.41
-19.925,148.175,10.07,28.83,1.29
-19.925,148.425,9.09,28.72,1.18
-19.925,148.675,5.79,28.66,0.99
-19.925,148.925,4.78,28.68,1.02
-19.925,149.175,5.5,28.61,0.99
-19.925,149.425,5.86,28.66,1.07
-19.925,149.675,5.58,28.62,1.02
-19.925,149.925,6.55,28.6,1.06
-19.925,150.175,7.22,28.57,1.13
-19.925,150.425,10.12,28.63,1.13
-19.925,150.675,9.64,28.7,1.08
-19.925,150.925,7.15,28.65,1.0
-19.925,151.175,5.36,28.69,1.1
-19.925,151.425,4.87,28.77,1.28
-19.925,151.675,5.56,28.83,1.43
-19.925,151.925,5.34,28.7,1.35
-19.925,152.175,6.98,28.8,1.51
-19.925,152.425,8.62,28.96,1.7
-19.925,152.675,9.76,28.96,1.71
-19.925,152.925,9.24,28.87,1.62
-19.925,153.175,9.73,28.51,1.31
-19.925,153.425,11.29,28.28,1.07
-19.925,153.675,11.68,28.11,0.92
-19.925,153.925,11.32,27.96,0.81
-19.975,148.225,10.61,28.78,1.27
-19.975,148.475,9.59,28.64,1.1
-19.975,148.725,6.4,28.59,0.94
-19.975,148.975,5.16,28.61,0.96
-19.975,149.225,5.93,28.61,0.99
-19.975,149.475,5.84,28.66,1.05
-19.975,149.725,5.7,28.64,1.06
-19.975,149.975,6.55,28.61,1.09
-19.975,150.225,7.23,28.57,1.14
-19.975,150.475,9.96,28.62,1.12
-19.975,150.725,9.43,28.69,1.08
-19.975,150.975,7.22,28.64,0.99
-19.975,151.225,5.43,28.68,1.1
-19.975,151.475,5.51,28.75,1.27
-19.975,151.725,4.95,28.8,1.39
-19.975,151.975,5.2,28.67,1.33
-19.975,152.225,7.12,28.8,1.52
-19.975,152.475,8.85,28.96,1.72
-19.975,152.725,8.72,28.94,1.71
-19.975,152.975,8.57,28.78,1.55
-19.975,153.225,9.67,28.46,1.28
-19.975,153.475,11.67,28.27,1.07
-19.975,153.725,11.38,28.1,0.92
-19.975,153.975,11.14,27.93,0.79
-20.025,148.425,11.26,28.62,1.14
-20.025,148.675,7.97,28.52,0.91
-20.025,148.925,5.5,28.54,0.91
-20.025,149.175,6.45,28.58,0.96
-20.025,149.425,6.15,28.67,1.06
-20.025,149.675,5.56,28.67,1.09
-20.025,149.925,6.18,28.62,1.1
-20.025,150.175,7.04,28.6,1.16
-20.025,150.425,8.63,28.57,1.12
-20.025,150.675,10.21,28.67,1.11
-20.025,150.925,7.68,28.68,1.04
-20.025,151.175,6.45,28.63,1.03
-20.025,151.425,5.92,28.73,1.21
-20.025,151.675,5.3,28.78,1.35
-20.025,151.925,4.6,28.68,1.32
-20.025,152.175,6.17,28.74,1.45
-20.025,152.425,8.69,28.92,1.68
-20.025,152.675,8.74,28.94,1.72
-20.025,152.925,8.19,28.81,1.59
-20.025,153.175,8.96,28.52,1.34
-20.025,153.425,11.36,28.34,1.15
-20.025,153.675,11.55,28.17,0.99
-20.025,153.925,11.21,27.93,0.79
-20.075,148.375,12.22,28.63,1.18
-20.075,148.625,8.96,28.45,0.89
-20.075,148.875,5.85,28.44,0.84
-20.075,149.125,7.04,28.55,0.95
-20.075,149.375,7.03,28.66,1.05
-20.075,149.625,5.47,28.67,1.08
-20.075,149.875,5.69,28.62,1.1
-20.075,150.125,6.53,28.61,1.15
-20.075,150.375,7.92,28.55,1.12
-20.075,150.625,9.9,28.61,1.1
-20.075,150.875,9.35,28.67,1.05
