lat,lon,dhw,sst,ssta
-9.975,142.025,4.81,29.7,0.97
-9.975,142.275,5.16,29.75,1.08
-9.975,142.525,5.39,29.83,1.27
-9.975,142.775,4.86,29.88,1.42
-9.975,143.025,4.03,29.79,1.39
-9.975,143.275,2.57,29.55,1.18
-9.975,143.525,1.39,29.21,0.92
-9.975,143.775,1.39,28.98,0.83
-9.975,144.025,1.46,28.99,0.93
-9.975,144.275,5.87,29.14,1.03
-9.975,144.525,9.18,29.09,0.93
-9.975,144.775,11.38,29.14,0.91
-9.975,145.025,12.86,29.22,0.87
-9.975,145.275,12.38,29.24,0.81
-9.975,145.525,11.95,29.23,0.84
-9.975,145.775,10.92,29.12,0.77
-9.975,146.025,10.42,29.16,0.8
-9.975,146.275,11.35,29.24,0.85
-9.975,146.525,11.6,29.25,0.77
-9.975,146.775,11.41,29.3,0.74
-9.975,147.025,12.36,29.42,0.81
-9.975,147.275,12.78,29.65,0.99
-9.975,147.525,10.48,29.75,1.13
-9.975,149.925,13.17,30.23,1.35
-9.975,150.175,13.76,30.29,1.39
-9.975,150.425,12.59,30.23,1.31
-9.975,150.675,9.62,30.09,1.22
-9.975,151.025,9.1,29.92,1.16
-9.975,151.275,6.53,29.77,1.08
-9.975,151.525,7.81,29.69,1.07
-9.975,151.775,8.02,29.6,0.98
-9.975,152.025,7.47,29.54,0.9
-9.975,152.275,7.25,29.63,0.95
-9.975,152.525,7.74,29.71,1.01
-9.975,152.775,8.58,29.79,1.06
-9.975,153.025,8.39,29.91,1.15
-9.975,153.275,7.72,30.11,1.32
-9.975,153.525,7.69,30.17,1.34
-9.975,153.775,7.2,30.18,1.3
-9.975,154.025,7.2,30.28,1.38
-10.025,142.225,4.94,29.73,1.05
-10.025,142.475,5.41,29.8,1.23
-10.025,142.725,4.93,29.86,1.39
-10.025,142.975,4.22,29.82,1.41
-10.025,143.225,2.62,29.61,1.22
-10.025,143.475,1.87,29.31,1.0
-10.025,143.725,1.56,29.02,0.84
-10.025,143.975,1.11,28.98,0.91
-10.025,144.225,4.81,29.11,1.01
-10.025,144.475,8.3,29.09,0.92
-10.025,144.725,10.65,29.14,0.91
-10.025,144.975,12.94,29.24,0.9
-10.025,145.225,12.35,29.26,0.82
-10.025,145.475,11.77,29.25,0.83
-10.025,145.725,11.16,29.16,0.8
-10.025,145.975,10.44,29.17,0.81
-10.025,146.225,11.38,29.26,0.87
-10.025,146.475,11.66,29.27,0.81
-10.025,146.725,11.26,29.29,0.74
-10.025,146.975,11.93,29.36,0.76
-10.025,147.225,12.68,29.58,0.93
-10.025,147.475,11.17,29.73,1.11
-10.025,147.725,8.73,29.65,1.09
-10.025,149.975,12.92,30.25,1.38
-10.025,150.225,13.75,30.29,1.39
-10.025,150.475,11.94,30.2,1.31
-10.025,150.725,9.15,30.05,1.22
-10.025,151.075,9.58,29.88,1.18
-10.025,151.425,8.08,29.68,1.07
-10.025,151.675,7.83,29.6,1.01
-10.025,151.925,7.53,29.49,0.88
-10.025,152.175,6.89,29.57,0.91
-10.025,152.425,7.44,29.69,1.0
-10.025,152.675,8.53,29.78,1.07
-10.025,152.925,8.51,29.87,1.14
-10.025,153.175,7.91,30.04,1.27
-10.025,153.425,8.1,30.18,1.38
-10.025,153.675,7.58,30.16,1.31
-10.025,153.925,7.63,30.24,1.36
-10.075,142.125,4.7,29.72,1.03
-10.075,142.375,5.03,29.76,1.16
-10.075,142.625,5.89,29.83,1.33
-10.075,142.875,4.73,29.85,1.42
-10.075,143.125,3.17,29.72,1.32
-10.075,143.375,2.48,29.46,1.1
-10.075,143.625,2.47,29.15,0.91
-10.075,143.875,1.1,29.0,0.91
-10.075,144.125,3.14,29.07,0.99
-10.075,144.375,7.03,29.1,0.94
-10.075,144.625,9.67,29.1,0.89
-10.075,144.875,12.46,29.24,0.93
-10.075,145.125,12.93,29.28,0.86
-10.075,145.375,11.6,29.27,0.82
-10.075,145.625,10.46,29.22,0.83
-10.075,145.875,10.9,29.18,0.82
-10.075,146.125,11.33,29.26,0.88
-10.075,146.375,11.37,29.3,0.88
-10.075,146.625,11.4,29.3,0.78
-10.075,146.875,11.8,29.31,0.71
-10.075,147.125,12.04,29.46,0.84
-10.075,147.375,12.01,29.67,1.04
-10.075,147.625,9.43,29.67,1.1
-10.075,147.875,8.57,29.61,1.05
-10.075,150.025,12.92,30.27,1.41
-10.075,150.275,13.32,30.27,1.38
-10.075,150.525,11.0,30.16,1.3
-10.075,150.775,8.19,30.02,1.25
-10.075,151.125,9.79,29.88,1.23
-10.075,151.475,8.33,29.63,1.06
-10.075,151.725,7.94,29.52,0.95
-10.075,151.975,7.3,29.44,0.83
-10.075,152.225,6.62,29.57,0.9
-10.075,152.475,7.48,29.73,1.04
-10.075,152.725,8.72,29.82,1.11
-10.075,152.975,8.85,29.91,1.19
-10.075,153.225,8.48,30.1,1.34
-10.075,153.475,8.33,30.19,1.4
-10.075,153.725,7.62,30.17,1.33
-10.075,153.975,7.36,30.26,1.39
-10.125,142.225,4.83,29.73,1.08
-10.125,142.475,5.58,29.77,1.23
-10.125,142.725,5.28,29.83,1.37
-10.125,142.975,4.38,29.81,1.39
-10.125,143.225,2.9,29.63,1.22
-10.125,143.475,2.55,29.35,1.03
-10.125,143.725,1.57,29.09,0.91
-10.125,143.975,1.32,29.04,0.98
-10.125,144.225,5.2,29.11,0.98
-10.125,144.475,7.89,29.06,0.87
-10.125,144.725,10.36,29.19,0.93
-10.125,144.975,12.57,29.29,0.92
-10.125,145.225,12.26,29.29,0.83
-10.125,145.475,10.68,29.27,0.83
-10.125,145.725,10.5,29.21,0.84
-10.125,145.975,11.04,29.23,0.86
-10.125,146.225,11.24,29.32,0.94
-10.125,146.475,11.29,29.33,0.88
-10.125,146.725,11.51,29.3,0.73
-10.125,146.975,11.78,29.33,0.73
-10.125,147.225,11.79,29.52,0.89
-10.125,147.475,11.06,29.66,1.05
-10.125,147.725,8.52,29.62,1.07
-10.125,148.125,5.42,29.65,1.02
-10.125,150.225,12.49,30.27,1.4
-10.125,150.475,10.97,30.17,1.32
-10.125,150.725,7.7,30.04,1.29
-10.125,150.975,7.89,29.95,1.33
-10.125,151.325,7.31,29.66,1.09
-10.125,151.575,8.04,29.55,1.0
-10.125,151.825,7.75,29.42,0.86
-10.125,152.075,7.1,29.43,0.8
-10.125,152.325,6.72,29.63,0.96
-10.125,152.575,7.66,29.77,1.08
-10.125,152.825,8.69,29.86,1.15
-10.125,153.075,8.59,29.99,1.26
-10.125,153.325,8.44,30.19,1.43
-10.125,153.575,8.12,30.19,1.4
-10.125,153.825,7.89,30.2,1.36
-10.175,142.025,4.8,29.74,1.07
-10.175,142.325,4.91,29.74,1.15
-10.175,142.575,6.13,29.78,1.28
-10.175,142.825,4.97,29.84,1.41
-10.175,143.075,4.04,29.75,1.33
-10.175,143.325,2.71,29.54,1.15
-10.175,143.575,2.8,29.26,0.99
-10.175,143.825,1.3,29.08,0.97
-10.175,144.075,3.12,29.11,1.03
-10.175,144.325,5.87,29.1,0.93
-10.175,144.575,8.31,29.11,0.89
-10.175,144.825,11.52,29.28,0.96
-10.175,145.075,12.83,29.31,0.9
-10.175,145.325,11.75,29.28,0.82
-10.175,145.575,10.05,29.25,0.84
-10.175,145.825,10.85,29.23,0.87
-10.175,146.075,11.11,29.3,0.93
-10.175,146.325,11.51,29.36,0.96
-10.175,146.575,11.27,29.34,0.85
-10.175,146.825,11.9,29.29,0.7
-10.175,147.075,11.27,29.37,0.77
-10.175,147.325,11.12,29.56,0.94
-10.175,147.575,9.57,29.61,1.04
-10.175,147.825,8.67,29.59,1.03
-10.175,148.075,6.24,29.63,1.03
-10.175,148.325,8.3,29.83,1.2
-10.175,148.675,10.7,30.1,1.47
-10.175,150.375,10.99,30.19,1.34
-10.175,150.625,8.03,30.09,1.33
-10.175,150.875,6.23,29.95,1.33
-10.175,151.125,7.51,29.84,1.27
-10.175,151.375,7.6,29.61,1.08
-10.175,151.625,7.86,29.5,0.98
-10.175,151.875,7.96,29.36,0.81
-10.175,152.125,6.76,29.43,0.8
-10.175,152.375,6.88,29.66,0.98
-10.175,152.625,8.02,29.8,1.11
-10.175,152.875,8.7,29.88,1.18
-10.175,153.125,8.75,30.05,1.32
-10.175,153.375,8.52,30.22,1.48
-10.175,153.625,8.15,30.19,1.41
-10.175,153.875,7.83,30.22,1.4
-10.225,142.075,4.53,29.72,1.08
-10.225,142.375,4.8,29.73,1.18
-10.225,142.625,5.95,29.78,1.31
-10.225,142.875,5.26,29.84,1.41
-10.225,143.125,3.85,29.72,1.29
-10.225,143.375,2.57,29.49,1.11
-10.225,143.625,2.35,29.23,0.99
-10.225,143.875,1.33,29.12,1.03
-10.225,144.125,4.71,29.14,1.03
-10.225,144.375,6.33,29.08,0.88
-10.225,144.625,9.14,29.19,0.94
-10.225,144.875,11.69,29.34,0.99
-10.225,145.125,12.49,29.32,0.89
-10.225,145.375,11.47,29.28,0.82
-10.225,145.625,10.14,29.25,0.85
-10.225,145.875,10.91,29.26,0.9
-10.225,146.125,11.4,29.34,0.97
-10.225,146.375,11.62,29.39,0.97
-10.225,146.625,11.58,29.33,0.81
-10.225,146.875,11.7,29.29,0.7
-10.225,147.125,11.15,29.38,0.78
-10.225,147.375,10.54,29.53,0.93
-10.225,147.625,9.26,29.56,1.0
-10.225,147.875,9.02,29.58,1.01
-10.225,148.125,7.18,29.65,1.04
-10.225,148.375,9.14,29.89,1.27
-10.225,148.625,10.35,30.08,1.46
-10.225,150.475,8.84,30.13,1.33
-10.225,150.725,5.58,30.02,1.36
-10.225,150.975,6.32,29.91,1.37
-10.225,151.225,6.55,29.67,1.14
-10.225,151.475,7.39,29.54,1.05
-10.225,151.725,8.3,29.41,0.91
-10.225,151.975,7.41,29.31,0.75
-10.225,152.225,6.44,29.5,0.86
-10.225,152.475,7.35,29.73,1.06
-10.225,152.725,8.25,29.84,1.15
-10.225,152.975,8.6,29.92,1.22
-10.225,153.225,8.68,30.15,1.42
-10.225,153.475,8.38,30.22,1.49
-10.225,153.725,8.2,30.19,1.41
-10.225,153.975,7.73,30.26,1.45
-10.275,142.175,3.78,29.69,1.09
-10.275,142.425,4.81,29.71,1.19
-10.275,142.675,5.55,29.79,1.33
-10.275,142.925,5.44,29.83,1.4
-10.275,143.175,3.97,29.68,1.24
-10.275,143.425,2.58,29.45,1.09
-10.275,143.675,2.21,29.22,1.02
-10.275,143.925,2.09,29.17,1.1
-10.275,144.175,5.43,29.17,1.02
-10.275,144.425,5.79,29.1,0.89
-10.275,144.675,9.53,29.3,1.02
-10.275,144.925,12.27,29.37,0.99
-10.275,145.175,12.57,29.33,0.89
-10.275,145.425,11.02,29.28,0.83
-10.275,145.675,10.9,29.25,0.86
-10.275,145.925,10.94,29.3,0.93
-10.275,146.175,11.44,29.38,1.0
-10.275,146.425,11.48,29.41,0.98
-10.275,146.675,11.48,29.32,0.79
-10.275,146.925,11.55,29.28,0.69
-10.275,147.175,10.77,29.38,0.79
-10.275,147.425,9.9,29.49,0.91
-10.275,147.675,9.18,29.52,0.97
-10.275,147.925,8.61,29.56,0.98
-10.275,148.175,7.67,29.69,1.08
-10.275,148.425,9.56,29.95,1.34
-10.275,148.675,11.11,30.08,1.48
-10.275,148.925,9.38,30.04,1.47
-10.275,149.175,9.17,30.1,1.58
-10.275,150.625,5.73,30.05,1.38
-10.275,150.875,4.11,29.91,1.38
-10.275,151.125,6.21,29.76,1.26
-10.275,151.375,6.62,29.57,1.1
-10.275,151.625,7.35,29.45,0.98
-10.275,151.875,7.59,29.31,0.8
-10.275,152.125,6.09,29.37,0.78
-10.275,152.375,6.95,29.63,0.98
-10.275,152.625,7.71,29.79,1.11
-10.275,152.875,8.56,29.86,1.17
-10.275,153.125,8.73,30.06,1.34
-10.275,153.375,8.36,30.22,1.5
-10.275,153.625,8.29,30.2,1.46
-10.275,153.875,7.9,30.22,1.44
-10.325,142.075,4.0,29.68,1.07
-10.325,142.325,4.08,29.67,1.13
-10.325,142.575,5.02,29.73,1.26
-10.325,142.825,5.46,29.83,1.39
-10.325,143.075,5.17,29.76,1.32
-10.325,143.325,2.8,29.55,1.13
-10.325,143.575,2.55,29.32,1.04
-10.325,143.825,1.82,29.21,1.1
-10.325,144.075,4.32,29.22,1.11
-10.325,144.325,4.76,29.15,0.94
-10.325,144.575,7.97,29.26,1.0
-10.325,144.825,11.21,29.42,1.07
-10.325,145.075,12.72,29.37,0.95
-10.325,145.325,11.8,29.3,0.85
-10.325,145.575,10.75,29.26,0.84
-10.325,145.825,10.68,29.28,0.9
-10.325,146.075,11.62,29.37,0.99
-10.325,146.325,11.46,29.43,1.02
-10.325,146.575,11.49,29.36,0.88
-10.325,146.825,11.5,29.27,0.71
-10.325,147.075,10.94,29.3,0.73
-10.325,147.325,10.14,29.41,0.84
-10.325,147.575,9.04,29.46,0.9
-10.325,147.825,9.2,29.52,0.95
-10.325,148.075,8.26,29.61,1.01
-10.325,148.325,9.69,29.84,1.23
-10.325,148.575,11.22,30.05,1.46
-10.325,148.825,10.29,30.03,1.46
-10.325,149.075,8.81,30.07,1.53
-10.325,149.325,9.6,30.12,1.59
-10.325,150.475,5.63,30.07,1.41
-10.325,150.825,3.49,29.93,1.42
-10.325,151.075,4.94,29.77,1.31
-10.325,151.325,6.33,29.59,1.14
-10.325,151.575,7.22,29.47,1.04
-10.325,151.825,7.39,29.32,0.85
-10.325,152.075,6.0,29.3,0.75
-10.325,152.325,6.71,29.56,0.93
-10.325,152.575,7.68,29.76,1.09
-10.325,152.825,8.68,29.83,1.14
-10.325,153.075,8.74,29.99,1.28
-10.325,153.325,8.39,30.2,1.49
-10.325,153.575,8.25,30.21,1.5
-10.325,153.825,8.13,30.2,1.45
-10.375,142.025,3.53,29.65,1.05
-10.375,142.275,3.66,29.63,1.09
-10.375,142.525,4.62,29.69,1.21
-10.375,142.775,4.88,29.82,1.37
-10.375,143.025,5.1,29.8,1.35
-10.375,143.275,3.45,29.61,1.17
-10.375,143.525,2.87,29.38,1.06
-10.375,143.775,2.6,29.26,1.11
-10.375,144.025,3.57,29.27,1.17
-10.375,144.275,5.03,29.21,1.0
-10.375,144.525,6.59,29.26,0.99
-10.375,144.775,10.1,29.47,1.13
-10.375,145.025,12.04,29.41,1.0
-10.375,145.275,11.96,29.34,0.89
-10.375,145.525,11.3,29.28,0.84
-10.375,145.775,10.72,29.27,0.88
-10.375,146.025,11.67,29.36,0.97
-10.375,146.275,11.64,29.45,1.05
-10.375,146.525,11.39,29.39,0.93
-10.375,146.775,11.01,29.27,0.73
-10.375,147.025,10.71,29.27,0.72
-10.375,147.275,10.13,29.34,0.79
-10.375,147.525,9.31,29.4,0.84
-10.375,147.775,9.13,29.48,0.91
-10.375,148.025,8.92,29.56,0.97
-10.375,148.275,9.47,29.79,1.19
-10.375,148.525,10.55,30.0,1.42
-10.375,148.775,11.08,30.04,1.47
-10.375,149.025,9.37,30.06,1.51
-10.375,149.275,9.32,30.11,1.59
-10.375,149.525,10.47,30.11,1.5
-10.375,149.775,11.73,30.04,1.37
-10.375,150.525,3.26,30.02,1.39
-10.375,150.775,3.08,29.94,1.44
-10.375,151.025,4.26,29.79,1.37
-10.375,151.275,5.85,29.61,1.19
-10.375,151.525,5.89,29.51,1.12
-10.375,151.775,7.38,29.35,0.92
-10.375,152.025,5.94,29.26,0.76
-10.375,152.275,6.59,29.49,0.88
-10.375,152.525,7.66,29.72,1.06
-10.375,152.775,8.31,29.8,1.12
-10.375,153.025,8.52,29.92,1.22
-10.375,153.275,8.53,30.16,1.45
-10.375,153.525,8.08,30.22,1.53
-10.375,153.775,8.29,30.2,1.48
-10.375,154.025,7.91,30.27,1.52
-10.425,142.225,3.51,29.58,1.04
-10.425,142.475,4.34,29.64,1.16
-10.425,142.725,4.75,29.79,1.34
-10.425,142.975,5.57,29.83,1.37
-10.425,143.225,3.84,29.66,1.2
-10.425,143.475,2.9,29.44,1.08
-10.425,143.725,2.43,29.3,1.1
-10.425,143.975,2.84,29.31,1.2
-10.425,144.225,4.96,29.27,1.06
-10.425,144.475,5.85,29.28,1.0
-10.425,144.725,9.49,29.49,1.16
-10.425,144.975,11.61,29.46,1.05
-10.425,145.225,11.82,29.38,0.94
-10.425,145.475,11.31,29.3,0.86
-10.425,145.725,10.78,29.27,0.86
-10.425,145.975,11.05,29.34,0.95
-10.425,146.225,11.58,29.45,1.05
-10.425,146.475,11.29,29.41,0.97
-10.425,146.725,10.82,29.28,0.76
-10.425,146.975,10.41,29.24,0.71
-10.425,147.225,10.24,29.28,0.75
-10.425,147.475,9.39,29.34,0.8
-10.425,147.725,9.17,29.42,0.86
-10.425,147.975,9.18,29.52,0.93
-10.425,148.225,9.98,29.73,1.13
-10.425,148.475,10.78,29.96,1.39
-10.425,148.725,10.97,30.03,1.47
-10.425,148.975,10.34,30.04,1.49
-10.425,149.225,9.62,30.1,1.58
-10.425,149.475,10.28,30.12,1.52
-10.425,149.725,11.04,30.05,1.39
-10.425,150.425,3.3,30.01,1.35
-10.425,150.675,2.81,29.97,1.45
-10.425,150.925,3.21,29.84,1.44
-10.425,151.175,4.46,29.65,1.26
-10.425,151.425,4.88,29.57,1.21
-10.425,151.675,6.61,29.44,1.06
-10.425,151.925,6.22,29.25,0.82
-10.425,152.175,5.86,29.38,0.84
-10.425,152.425,7.32,29.63,1.01
-10.425,152.675,7.87,29.75,1.08
-10.425,152.925,8.43,29.81,1.12
-10.425,153.175,8.5,30.04,1.34
-10.425,153.425,8.47,30.2,1.52
-10.425,153.675,8.1,30.2,1.51
-10.425,153.925,7.92,30.23,1.52
-10.475,142.125,2.68,29.53,0.98
-10.475,142.375,3.53,29.57,1.08
-10.475,142.625,4.55,29.71,1.25
-10.475,142.875,4.96,29.85,1.39
-10.475,143.125,4.59,29.76,1.28
-10.475,143.375,3.44,29.56,1.14
-10.475,143.625,2.56,29.36,1.08
-10.475,143.875,2.42,29.34,1.2
-10.475,144.125,5.25,29.34,1.17
-10.475,144.375,5.05,29.29,1.02
-10.475,144.625,8.17,29.46,1.14
-10.475,144.875,10.24,29.52,1.13
-10.475,145.125,11.84,29.44,1.01
-10.475,145.375,11.76,29.36,0.91
-10.475,145.625,11.17,29.29,0.86
-10.475,145.875,10.62,29.3,0.89
-10.475,146.125,11.35,29.41,1.01
-10.475,146.375,11.39,29.45,1.02
-10.475,146.625,10.58,29.32,0.84
-10.475,146.875,10.28,29.23,0.72
-10.475,147.125,10.34,29.22,0.71
-10.475,147.375,9.64,29.26,0.74
-10.475,147.625,9.4,29.34,0.79
-10.475,147.875,9.14,29.46,0.88
-10.475,148.125,9.93,29.63,1.04
-10.475,148.375,10.54,29.87,1.28
-10.475,148.625,11.22,30.0,1.45
-10.475,148.875,11.1,30.02,1.48
-10.475,149.125,9.96,30.07,1.54
-10.475,149.375,9.99,30.12,1.56
-10.475,149.625,10.24,30.09,1.45
-10.475,149.875,11.48,29.97,1.32
-10.475,150.475,2.69,30.0,1.38
-10.475,150.725,2.67,29.95,1.48
-10.475,150.975,3.21,29.81,1.44
-10.475,151.225,4.22,29.66,1.31
-10.475,151.475,4.42,29.61,1.28
-10.475,151.725,6.22,29.43,1.07
-10.475,151.975,5.46,29.26,0.84
-10.475,152.225,5.55,29.43,0.9
-10.475,152.475,7.32,29.65,1.04
-10.475,152.725,7.86,29.74,1.08
-10.475,152.975,8.4,29.81,1.12
-10.475,153.225,8.48,30.06,1.37
-10.475,153.475,8.4,30.19,1.52
-10.475,153.725,8.22,30.2,1.52
-10.475,153.975,7.74,30.25,1.56
-10.525,142.175,2.29,29.48,0.95
-10.525,142.425,3.38,29.55,1.07
-10.525,142.675,4.64,29.73,1.27
-10.525,142.925,5.27,29.86,1.39
-10.525,143.175,4.28,29.75,1.27
-10.525,143.425,3.46,29.53,1.12
-10.525,143.675,2.4,29.37,1.1
-10.525,143.925,2.57,29.39,1.25
-10.525,144.175,5.29,29.37,1.16
-10.525,144.425,6.0,29.35,1.05
-10.525,144.675,8.68,29.53,1.18
-10.525,144.925,10.64,29.53,1.12
-10.525,145.175,11.27,29.44,1.0
-10.525,145.425,11.52,29.37,0.92
-10.525,145.675,10.8,29.28,0.84
-10.525,145.925,10.45,29.31,0.89
-10.525,146.175,11.4,29.42,1.02
-10.525,146.425,10.72,29.42,0.99
-10.525,146.675,10.38,29.28,0.8
-10.525,146.925,10.16,29.21,0.72
-10.525,147.175,9.86,29.19,0.7
-10.525,147.425,8.78,29.23,0.71
-10.525,147.675,9.79,29.32,0.77
-10.525,147.925,9.38,29.47,0.9
-10.525,148.175,9.99,29.68,1.1
-10.525,148.425,11.22,29.89,1.32
-10.525,148.675,11.54,29.98,1.44
-10.525,148.925,10.93,30.01,1.47
-10.525,149.175,10.18,30.07,1.54
-10.525,149.425,9.88,30.11,1.53
-10.525,149.675,10.59,30.06,1.42
-10.525,149.925,11.27,29.94,1.3
-10.525,150.775,2.66,29.94,1.52
-10.525,151.025,3.1,29.79,1.45
-10.525,151.275,3.7,29.69,1.38
-10.525,151.525,4.37,29.66,1.35
-10.525,151.775,6.1,29.41,1.07
-10.525,152.025,4.66,29.29,0.88
-10.525,152.275,5.57,29.49,0.97
-10.525,152.525,7.61,29.66,1.06
-10.525,152.775,7.96,29.72,1.06
-10.525,153.025,8.37,29.82,1.13
-10.525,153.275,8.48,30.07,1.39
-10.525,153.525,8.35,30.19,1.53
-10.525,153.775,8.21,30.21,1.55
-10.525,154.025,7.92,30.26,1.58
-10.575,142.225,1.95,29.45,0.93
-10.575,142.475,3.25,29.55,1.08
-10.575,142.725,4.58,29.76,1.3
-10.575,142.975,5.25,29.87,1.39
-10.575,143.225,4.31,29.74,1.26
-10.575,143.475,3.06,29.51,1.12
-10.575,143.725,2.09,29.4,1.14
-10.575,143.975,3.52,29.43,1.28
-10.575,144.225,4.74,29.4,1.16
-10.575,144.475,6.99,29.42,1.1
-10.575,144.725,9.33,29.56,1.19
-10.575,144.975,10.66,29.53,1.1
-10.575,145.225,11.28,29.44,0.99
-10.575,145.475,11.24,29.37,0.91
-10.575,145.725,10.47,29.28,0.83
-10.575,145.975,10.42,29.31,0.89
-10.575,146.225,11.16,29.43,1.03
-10.575,146.475,10.34,29.36,0.93
-10.575,146.725,10.35,29.26,0.79
-10.575,146.975,9.91,29.18,0.71
-10.575,147.225,9.37,29.16,0.68
-10.575,147.475,8.75,29.2,0.69
-10.575,147.725,9.49,29.32,0.78
-10.575,147.975,9.43,29.51,0.95
-10.575,148.225,10.46,29.74,1.15
-10.575,148.475,10.97,29.9,1.34
-10.575,148.725,11.57,29.96,1.43
-10.575,148.975,11.03,30.01,1.48
-10.575,149.225,10.33,30.07,1.54
-10.575,149.475,10.0,30.11,1.52
-10.575,149.725,10.57,30.03,1.4
-10.575,149.975,10.82,29.93,1.31
-10.575,150.775,2.47,29.96,1.55
-10.575,151.025,2.85,29.82,1.5
-10.575,151.275,3.16,29.78,1.5
-10.575,151.525,3.91,29.72,1.44
-10.575,151.775,5.22,29.46,1.14
-10.575,152.025,4.62,29.34,0.96
-10.575,152.275,5.56,29.49,1.01
-10.575,152.525,7.29,29.63,1.07
-10.575,152.775,7.68,29.7,1.06
-10.575,153.025,8.23,29.8,1.13
-10.575,153.275,8.59,30.04,1.37
-10.575,153.525,8.33,30.17,1.51
-10.575,153.775,8.17,30.22,1.58
-10.575,154.025,7.88,30.26,1.6
-10.625,142.325,2.15,29.43,0.94
-10.625,142.575,3.84,29.61,1.15
-10.625,142.825,5.05,29.84,1.37
-10.625,143.075,5.01,29.86,1.37
-10.625,143.325,4.12,29.68,1.22
-10.625,143.575,3.18,29.46,1.1
-10.625,143.825,2.06,29.44,1.22
-10.625,144.075,4.84,29.46,1.27
-10.625,144.325,5.04,29.42,1.13
-10.625,144.575,7.91,29.51,1.15
-10.625,144.825,9.8,29.58,1.17
-10.625,145.075,11.08,29.5,1.06
-10.625,145.325,11.12,29.43,0.97
-10.625,145.575,11.23,29.34,0.88
-10.625,145.825,10.59,29.25,0.8
-10.625,146.075,10.64,29.34,0.92
-10.625,146.325,10.67,29.42,1.01
-10.625,146.575,10.32,29.29,0.85
-10.625,146.825,10.09,29.22,0.77
-10.625,147.075,9.61,29.13,0.68
-10.625,147.325,9.25,29.13,0.66
-10.625,147.575,9.05,29.2,0.69
-10.625,147.825,9.26,29.38,0.84
-10.625,148.075,9.89,29.6,1.04
-10.625,148.325,11.29,29.81,1.23
-10.625,148.575,11.37,29.91,1.37
-10.625,148.825,11.4,29.96,1.44
-10.625,149.075,10.81,30.01,1.48
-10.625,149.325,9.9,30.07,1.53
-10.625,149.575,9.62,30.08,1.47
-10.625,149.825,10.13,29.97,1.35
-10.625,150.475,4.54,30.01,1.49
-10.625,150.725,2.2,30.0,1.58
-10.625,151.075,2.26,29.9,1.61
-10.625,151.325,3.15,29.87,1.61
-10.625,151.575,4.17,29.74,1.47
-10.625,151.825,4.84,29.48,1.18
-10.625,152.075,4.69,29.41,1.04
-10.625,152.325,5.77,29.53,1.08
-10.625,152.575,7.48,29.62,1.08
-10.625,152.825,7.42,29.69,1.07
-10.625,153.075,8.1,29.81,1.15
-10.625,153.325,8.75,30.06,1.4
-10.625,153.575,8.06,30.17,1.52
-10.625,153.825,8.1,30.24,1.61
-10.675,142.025,2.99,29.35,0.79
-10.675,142.325,1.67,29.4,0.9
-10.675,142.575,3.36,29.6,1.13
-10.675,142.825,4.88,29.84,1.36
-10.675,143.075,5.37,29.88,1.39
-10.675,143.325,4.51,29.71,1.25
-10.675,143.575,3.08,29.49,1.12
-10.675,143.825,2.08,29.47,1.22
-10.675,144.075,4.95,29.49,1.29
-10.675,144.325,5.18,29.45,1.15
-10.675,144.575,7.49,29.52,1.15
-10.675,144.825,9.66,29.58,1.16
-10.675,145.075,11.18,29.5,1.06
-10.675,145.325,10.7,29.44,0.98
-10.675,145.575,10.91,29.35,0.88
-10.675,145.825,10.69,29.24,0.79
-10.675,146.075,10.42,29.33,0.92
-10.675,146.325,10.62,29.4,1.0
-10.675,146.575,10.26,29.27,0.84
-10.675,146.825,10.09,29.21,0.77
-10.675,147.075,9.61,29.11,0.68
-10.675,147.325,9.25,29.1,0.65
-10.675,147.575,8.86,29.18,0.68
-10.675,147.825,9.57,29.37,0.84
-10.675,148.075,10.23,29.62,1.07
-10.675,148.325,10.84,29.81,1.24
-10.675,148.575,11.35,29.89,1.36
-10.675,148.825,11.39,29.94,1.42
-10.675,149.075,10.38,30.0,1.47
-10.675,149.325,9.86,30.06,1.53
-10.675,149.575,8.97,30.07,1.47
-10.675,149.825,9.89,29.98,1.37
-10.675,150.075,8.46,29.93,1.35
-10.675,150.325,7.06,30.01,1.46
-10.675,150.575,3.28,30.04,1.55
-10.675,150.825,2.3,30.04,1.66
-10.675,151.075,2.19,29.97,1.69
-10.675,151.325,2.95,29.93,1.68
-10.675,151.575,3.76,29.79,1.53
-10.675,151.825,4.43,29.54,1.26
-10.675,152.075,4.17,29.47,1.13
-10.675,152.325,5.08,29.53,1.12
-10.675,152.575,7.21,29.59,1.09
-10.675,152.825,7.32,29.67,1.07
-10.675,153.075,7.86,29.79,1.15
-10.675,153.325,8.3,30.04,1.39
-10.675,153.575,8.07,30.16,1.52
-10.675,153.825,8.07,30.25,1.62
-10.725,142.025,2.97,29.31,0.75
-10.725,142.375,1.96,29.39,0.89
-10.725,142.625,3.5,29.64,1.17
-10.725,142.875,5.36,29.87,1.39
-10.725,143.125,5.26,29.89,1.4
-10.725,143.375,4.74,29.69,1.24
-10.725,143.625,3.02,29.49,1.13
-10.725,143.875,2.3,29.51,1.27
-10.725,144.125,5.12,29.5,1.29
-10.725,144.375,5.97,29.48,1.16
-10.725,144.625,8.29,29.55,1.16
